step,epoch,loss_step,val_loss,loss_epoch
49,0,0.2026754548902924,,
99,0,0.1908726618918182,,
149,0,0.18013200256665288,,
199,0,0.19164711697003944,,
249,0,0.1787098330987141,,
299,0,0.176962293935541,,
322,0,,0.1766671298155617,
322,0,,,0.19718044077347946
349,1,0.1745073518351824,,
399,1,0.1843083925993672,,
449,1,0.17315138781800163,,
499,1,0.16342615599275706,,
549,1,0.17309410083637683,,
599,1,0.1684604386481649,,
645,1,,0.16294345569778626,
645,1,,,0.1730371307829081
649,2,0.17029716007939694,,
699,2,0.16324595646743648,,
749,2,0.15225825066461438,,
799,2,0.16219238884415668,,
849,2,0.15587953796460852,,
899,2,0.16016853272849277,,
949,2,0.15927955685176204,,
968,2,,0.15393871309388257,
968,2,,,0.16060012668183543
999,3,0.15281168347066415,,
1049,3,0.14345854307924177,,
1099,3,0.15842349498418823,,
1149,3,0.14802091783371274,,
1199,3,0.15110097901718847,,
1249,3,0.1503787229504433,,
1291,3,,0.1498053516863291,
1291,3,,,0.15398850546889356
1299,4,0.15687685094982207,,
1349,4,0.15260617790460174,,
1399,4,0.14966423309558585,,
1449,4,0.14334554463051238,,
1499,4,0.1449589257165466,,
1549,4,0.15866717104055775,,
1599,4,0.15457331554161946,,
1614,4,,0.1458599173433556,
1614,4,,,0.14986451295891237
1649,5,0.15121041502327318,,
1699,5,0.13101607885358627,,
1749,5,0.13754531670652959,,
1799,5,0.1435995298026569,,
1849,5,0.13897364699561857,,
1899,5,0.1514090412778633,,
1937,5,,0.14358464031572576,
1937,5,,,0.14703944891434256
1949,6,0.12770053656841657,,
1999,6,0.14874243956673025,,
2049,6,0.14107746902171905,,
2099,6,0.14139531004186837,,
2149,6,0.14501431190433006,,
2199,6,0.1538287499833315,,
2249,6,0.14350995265378527,,
2260,6,,0.14212480672932495,
2260,6,,,0.14456907228603227
2299,7,0.1393235735285777,,
2349,7,0.14264726679348724,,
2399,7,0.1443391098217843,,
2449,7,0.14037919490134557,,
2499,7,0.13981412170787877,,
2549,7,0.14360379139263557,,
2583,7,,0.14006415630423583,
2583,7,,,0.14259929108338615
2599,8,0.14512350120305623,,
2649,8,0.15133324054258107,,
2699,8,0.13849469697133385,,
2749,8,0.13756773435394207,,
2799,8,0.14334474319805837,,
2849,8,0.1444593047977302,,
2899,8,0.14359679741665507,,
2906,8,,0.13932316061394492,
2906,8,,,0.14085314341402513
2949,9,0.12863473858970229,,
2999,9,0.1351097926531225,,
3049,9,0.12926932339749914,,
3099,9,0.14129054293718507,,
3149,9,0.13499080654050744,,
3199,9,0.13843403841507712,,
3229,9,,0.13791866135824132,
3229,9,,,0.13958959317539263
3249,10,0.14528574222051321,,
3299,10,0.13799689873279616,,
3349,10,0.14715932106919005,,
3399,10,0.1368736841634958,,
3449,10,0.13199114517723842,,
3499,10,0.14381633174229058,,
3549,10,0.14650732040744546,,
3552,10,,0.13668124172111476,
3552,10,,,0.1382373696151926
3599,11,0.1468971936240031,,
3649,11,0.13887654674189262,,
3699,11,0.1286607104954282,,
3749,11,0.1355282547922635,,
3799,11,0.12814048485907154,,
3849,11,0.13327786256330515,,
3875,11,,0.13624893111852523,
3875,11,,,0.13710973180389988
3899,12,0.1288130459722336,,
3949,12,0.14320958552448418,,
3999,12,0.14480028541075482,,
4049,12,0.14147893117172175,,
4099,12,0.1364899168421437,,
4149,12,0.14239320770039673,,
4198,12,,0.13553863782982903,
4198,12,,,0.1360670090831213
4199,13,0.1333081035642159,,
4249,13,0.12743110150466502,,
4299,13,0.13290175981642466,,
4349,13,0.13183299302497628,,
4399,13,0.1359030708246381,,
4449,13,0.1380159949514154,,
4499,13,0.13022774910942578,,
4521,13,,0.13430615497523787,
4521,13,,,0.13499068845666384
4549,14,0.13085438606745903,,
4599,14,0.1276052734741629,,
4649,14,0.13361099271597154,,
4699,14,0.12794415564432565,,
4749,14,0.13818132382037854,,
4799,14,0.1314922527553638,,
4844,14,,0.13400000801901846,
4844,14,,,0.13421729614579908
4849,15,0.12552395911505146,,
4899,15,0.1378750610413305,,
4949,15,0.1327906994748594,,
4999,15,0.12494634755157108,,
5049,15,0.13021759927213042,,
5099,15,0.1403803817047627,,
5149,15,0.13808628869514786,,
5167,15,,0.13336717501020143,
5167,15,,,0.13329814727755945
5199,16,0.13173184526434845,,
5249,16,0.13058529712606745,,
5299,16,0.13298706362014467,,
5349,16,0.13205163389688143,,
5399,16,0.13950287237087514,,
5449,16,0.13250359473280257,,
