val_loss,epoch,step,loss_epoch,loss_step
,74,1799,603.3513793945312,
842.1085815429688,75,1823,,
,75,1823,602.45361328125,
840.4913330078125,76,1847,,
,76,1847,595.0379028320312,
,77,1849,,614.6702880859375
844.931396484375,77,1871,,
,77,1871,604.6867065429688,
844.5347290039062,78,1895,,
,78,1895,597.136962890625,
,79,1899,,616.2317504882812
841.7345581054688,79,1919,,
,79,1919,599.64013671875,
840.1543579101562,80,1943,,
,80,1943,595.6644287109375,
,81,1949,,612.1557006835938
844.5405883789062,81,1967,,
,81,1967,595.0170288085938,
844.0120239257812,82,1991,,
,82,1991,598.9046630859375,
,83,1999,,594.0150146484375
848.3630981445312,83,2015,,
,83,2015,595.3540649414062,
840.7694091796875,84,2039,,
,84,2039,597.6836547851562,
,85,2049,,638.798583984375
844.0194702148438,85,2063,,
,85,2063,598.9698486328125,
847.1614379882812,86,2087,,
,86,2087,600.7569580078125,
,87,2099,,623.3048706054688
848.7373046875,87,2111,,
,87,2111,601.955322265625,
843.5650024414062,88,2135,,
,88,2135,599.6954345703125,
,89,2149,,615.9560546875
846.7069091796875,89,2159,,
,89,2159,597.442626953125,
846.6630249023438,90,2183,,
,90,2183,596.9776000976562,
,91,2199,,526.6137084960938
845.6209106445312,91,2207,,
,91,2207,595.6146240234375,
839.1451416015625,92,2231,,
,92,2231,598.2864990234375,
,93,2249,,595.8223876953125
841.2310180664062,93,2255,,
,93,2255,599.1531372070312,
842.8455200195312,94,2279,,
,94,2279,595.677734375,
,95,2299,,577.0873413085938
843.863525390625,95,2303,,
,95,2303,598.6064453125,
841.2089233398438,96,2327,,
,96,2327,600.4716796875,
,97,2349,,632.5234375
839.0881958007812,97,2351,,
,97,2351,594.0700073242188,
843.5070190429688,98,2375,,
,98,2375,598.91015625,
,99,2399,,247.4479217529297
842.4051513671875,99,2399,,
,99,2399,597.869140625,
844.0248413085938,100,2423,,
,100,2423,599.9744873046875,
845.7771606445312,101,2447,,
,101,2447,595.3458251953125,
,102,2449,,634.4331665039062
845.0050048828125,102,2471,,
,102,2471,596.512939453125,
846.8184814453125,103,2495,,
,103,2495,596.5401611328125,
,104,2499,,606.1539306640625
838.927978515625,104,2519,,
,104,2519,598.1018676757812,
843.5798950195312,105,2543,,
,105,2543,595.9877319335938,
,106,2549,,623.6864013671875
843.27001953125,106,2567,,
,106,2567,601.3587646484375,
841.401611328125,107,2591,,
,107,2591,597.8766479492188,
,108,2599,,601.2039184570312
844.8720703125,108,2615,,
,108,2615,596.8363647460938,
845.9220581054688,109,2639,,
,109,2639,595.725341796875,
,110,2649,,635.89892578125
848.0968627929688,110,2663,,
,110,2663,598.4637451171875,
843.5142211914062,111,2687,,
,111,2687,595.1980590820312,
,112,2699,,618.6778564453125
846.26416015625,112,2711,,
,112,2711,600.4404907226562,
845.1051635742188,113,2735,,
,113,2735,596.5108032226562,
,114,2749,,608.8309326171875
845.4664916992188,114,2759,,
,114,2759,599.46875,
844.2536010742188,115,2783,,
,115,2783,598.911865234375,
,116,2799,,545.8186645507812
842.9703979492188,116,2807,,
,116,2807,595.57568359375,
845.8319702148438,117,2831,,
,117,2831,597.0380859375,
,118,2849,,622.7991943359375
842.8759765625,118,2855,,
,118,2855,598.563232421875,
842.9827270507812,119,2879,,
,119,2879,597.6915893554688,
,120,2899,,567.5244750976562
845.833984375,120,2903,,
,120,2903,599.8638916015625,
846.6639404296875,121,2927,,
,121,2927,598.2913208007812,
,122,2949,,628.8811645507812
844.0408935546875,122,2951,,
,122,2951,597.6668090820312,
844.4203491210938,123,2975,,
,123,2975,596.3256225585938,
,124,2999,,247.37509155273438
843.2344360351562,124,2999,,
,124,2999,598.3986206054688,
840.0513916015625,125,3023,,
,125,3023,595.5755615234375,
844.6384887695312,126,3047,,
,126,3047,595.1563110351562,
,127,3049,,634.4539794921875
845.5999755859375,127,3071,,
,127,3071,598.210693359375,
843.8428344726562,128,3095,,
,128,3095,599.10400390625,
,129,3099,,599.9539184570312
840.173095703125,129,3119,,
,129,3119,595.6731567382812,
841.0274047851562,130,3143,,
,130,3143,598.227783203125,
,131,3149,,619.3987426757812
846.0689697265625,131,3167,,
,131,3167,600.9198608398438,
843.0166625976562,132,3191,,
,132,3191,597.0550537109375,
,133,3199,,568.0349731445312
843.195556640625,133,3215,,
,133,3215,597.2633056640625,
842.3855590820312,134,3239,,
,134,3239,599.7626342773438,
,135,3249,,639.2255859375
846.1616821289062,135,3263,,
,135,3263,597.130859375,
844.9630737304688,136,3287,,
,136,3287,593.6334838867188,
,137,3299,,603.5305786132812
846.0380859375,137,3311,,
,137,3311,601.067626953125,
840.2521362304688,138,3335,,
,138,3335,597.8114013671875,
,139,3349,,626.8411865234375
849.28076171875,139,3359,,
,139,3359,597.4620361328125,
848.323974609375,140,3383,,
,140,3383,599.0017700195312,
,141,3399,,567.6336059570312
841.548828125,141,3407,,
,141,3407,602.2313232421875,
845.711181640625,142,3431,,
,142,3431,593.864013671875,
,143,3449,,613.3766479492188
846.9055786132812,143,3455,,
,143,3455,601.3734741210938,
839.1906127929688,144,3479,,
,144,3479,600.8685302734375,
,145,3499,,571.2765502929688
844.7551879882812,145,3503,,
,145,3503,600.6233520507812,
844.6502685546875,146,3527,,
,146,3527,594.1273193359375,
,147,3549,,641.0441284179688
842.58740234375,147,3551,,
,147,3551,600.9283447265625,
838.7548217773438,148,3575,,
,148,3575,598.7713012695312,
,149,3599,,231.93748474121094
839.3079833984375,149,3599,,
,149,3599,598.6900634765625,
842.5595092773438,150,3623,,
,150,3623,593.2858276367188,
838.5853271484375,151,3647,,
,151,3647,597.7429809570312,
,152,3649,,627.6527709960938
841.9156494140625,152,3671,,
,152,3671,595.37841796875,
841.8975830078125,153,3695,,
,153,3695,597.7301635742188,
,154,3699,,610.3312377929688
849.72216796875,154,3719,,
,154,3719,600.6527709960938,
844.28564453125,155,3743,,
,155,3743,599.7789306640625,
,156,3749,,605.3711547851562
845.0203247070312,156,3767,,
,156,3767,597.2335205078125,
839.6939086914062,157,3791,,
,157,3791,596.8583984375,
,158,3799,,592.8670654296875
843.6564331054688,158,3815,,
,158,3815,599.1856079101562,
848.617919921875,159,3839,,
,159,3839,600.9716796875,
,160,3849,,636.4329223632812
839.9700927734375,160,3863,,
,160,3863,595.641845703125,
844.6607666015625,161,3887,,
,161,3887,594.0372314453125,
,162,3899,,609.75439453125
840.396240234375,162,3911,,
,162,3911,596.497314453125,
841.1371459960938,163,3935,,
,163,3935,598.228759765625,
,164,3949,,625.216552734375
837.2892456054688,164,3959,,
,164,3959,598.1270141601562,
846.2254028320312,165,3983,,
,165,3983,596.4900512695312,
,166,3999,,541.9059448242188
840.7335815429688,166,4007,,
,166,4007,600.2989501953125,
846.5811767578125,167,4031,,
,167,4031,597.0137939453125,
,168,4049,,600.0547485351562
846.9940795898438,168,4055,,
,168,4055,592.4754638671875,
841.0570068359375,169,4079,,
,169,4079,600.7628784179688,
,170,4099,,577.3067016601562
848.3978271484375,170,4103,,
,170,4103,597.171142578125,
843.7076416015625,171,4127,,
,171,4127,596.4696044921875,
,172,4149,,618.7597045898438
845.3631591796875,172,4151,,
,172,4151,592.5248413085938,
840.9879150390625,173,4175,,
,173,4175,599.7803344726562,
,174,4199,,241.8358612060547
843.4888916015625,174,4199,,
,174,4199,594.5673828125,
844.4703369140625,175,4223,,
,175,4223,602.1997680664062,
846.8291625976562,176,4247,,
,176,4247,597.015380859375,
,177,4249,,630.7329711914062
843.6055297851562,177,4271,,
,177,4271,599.4649047851562,
842.684326171875,178,4295,,
,178,4295,595.3313598632812,
