loss_step,step,epoch,val_loss,loss_epoch
0.2026754548902924,49,0,,
0.1908726618918182,99,0,,
0.18013200256665288,149,0,,
0.19164711697003944,199,0,,
0.1787098330987141,249,0,,
0.176962293935541,299,0,,
,322,0,0.1766671298155617,
,322,0,,0.19718044077347946
0.1745073518351824,349,1,,
0.1843083925993672,399,1,,
0.17315138781800163,449,1,,
0.16342615599275706,499,1,,
0.17309410083637683,549,1,,
0.1684604386481649,599,1,,
,645,1,0.16294345569778626,
,645,1,,0.1730371307829081
0.17029716007939694,649,2,,
0.16324595646743648,699,2,,
0.15225825066461438,749,2,,
0.16219238884415668,799,2,,
0.15587953796460852,849,2,,
0.16016853272849277,899,2,,
0.15927955685176204,949,2,,
,968,2,0.15393871309388257,
,968,2,,0.16060012668183543
0.15281168347066415,999,3,,
0.14345854307924177,1049,3,,
0.15842349498418823,1099,3,,
0.14802091783371274,1149,3,,
0.15110097901718847,1199,3,,
0.1503787229504433,1249,3,,
,1291,3,0.1498053516863291,
,1291,3,,0.15398850546889356
0.15687685094982207,1299,4,,
0.15260617790460174,1349,4,,
0.14966423309558585,1399,4,,
0.14334554463051238,1449,4,,
0.1449589257165466,1499,4,,
0.15866717104055775,1549,4,,
0.15457331554161946,1599,4,,
,1614,4,0.1458599173433556,
,1614,4,,0.14986451295891237
0.15121041502327318,1649,5,,
0.13101607885358627,1699,5,,
0.13754531670652959,1749,5,,
0.1435995298026569,1799,5,,
0.13897364699561857,1849,5,,
0.1514090412778633,1899,5,,
,1937,5,0.14358464031572576,
,1937,5,,0.14703944891434256
0.12770053656841657,1949,6,,
0.14874243956673025,1999,6,,
0.14107746902171905,2049,6,,
0.14139531004186837,2099,6,,
0.14501431190433006,2149,6,,
0.1538287499833315,2199,6,,
0.14350995265378527,2249,6,,
,2260,6,0.14212480672932495,
,2260,6,,0.14456907228603227
0.1393235735285777,2299,7,,
0.14264726679348724,2349,7,,
0.1443391098217843,2399,7,,
0.14037919490134557,2449,7,,
0.13981412170787877,2499,7,,
0.14360379139263557,2549,7,,
,2583,7,0.14006415630423583,
,2583,7,,0.14259929108338615
0.14512350120305623,2599,8,,
0.15133324054258107,2649,8,,
0.13849469697133385,2699,8,,
0.13756773435394207,2749,8,,
0.14334474319805837,2799,8,,
0.1444593047977302,2849,8,,
0.14359679741665507,2899,8,,
,2906,8,0.13932316061394492,
,2906,8,,0.14085314341402513
0.12863473858970229,2949,9,,
0.1351097926531225,2999,9,,
0.12926932339749914,3049,9,,
0.14129054293718507,3099,9,,
0.13499080654050744,3149,9,,
0.13843403841507712,3199,9,,
,3229,9,0.13791866135824132,
,3229,9,,0.13958959317539263
0.14528574222051321,3249,10,,
0.13799689873279616,3299,10,,
0.14715932106919005,3349,10,,
0.1368736841634958,3399,10,,
0.13199114517723842,3449,10,,
0.14381633174229058,3499,10,,
0.14650732040744546,3549,10,,
,3552,10,0.13668124172111476,
,3552,10,,0.1382373696151926
0.1468971936240031,3599,11,,
0.13887654674189262,3649,11,,
0.1286607104954282,3699,11,,
0.1355282547922635,3749,11,,
0.12814048485907154,3799,11,,
0.13327786256330515,3849,11,,
,3875,11,0.13624893111852523,
,3875,11,,0.13710973180389988
0.1288130459722336,3899,12,,
0.14320958552448418,3949,12,,
0.14480028541075482,3999,12,,
0.14147893117172175,4049,12,,
0.1364899168421437,4099,12,,
0.14239320770039673,4149,12,,
,4198,12,0.13553863782982903,
,4198,12,,0.1360670090831213
0.1333081035642159,4199,13,,
0.12743110150466502,4249,13,,
0.13290175981642466,4299,13,,
0.13183299302497628,4349,13,,
0.1359030708246381,4399,13,,
0.1380159949514154,4449,13,,
0.13022774910942578,4499,13,,
,4521,13,0.13430615497523787,
,4521,13,,0.13499068845666384
0.13085438606745903,4549,14,,
0.1276052734741629,4599,14,,
0.13361099271597154,4649,14,,
0.12794415564432565,4699,14,,
0.13818132382037854,4749,14,,
0.1314922527553638,4799,14,,
,4844,14,0.13400000801901846,
,4844,14,,0.13421729614579908
0.12552395911505146,4849,15,,
0.1378750610413305,4899,15,,
0.1327906994748594,4949,15,,
0.12494634755157108,4999,15,,
0.13021759927213042,5049,15,,
0.1403803817047627,5099,15,,
0.13808628869514786,5149,15,,
,5167,15,0.13336717501020143,
,5167,15,,0.13329814727755945
0.13173184526434845,5199,16,,
0.13058529712606745,5249,16,,
0.13298706362014467,5299,16,,
0.13205163389688143,5349,16,,
0.13950287237087514,5399,16,,
0.13250359473280257,5449,16,,
,5490,16,0.13249731879037996,
,5490,16,,0.1324856932669077
0.12284761217185626,5499,17,,
0.13800780716132738,5549,17,,
0.11843867333513516,5599,17,,
0.13260133598352927,5649,17,,
0.14193310996694455,5699,17,,
0.13320054036222748,5749,17,,
0.12734245012171247,5799,17,,
,5813,17,0.1323571187103104,
,5813,17,,0.13165728423781278
0.12472464029165421,5849,18,,
0.12481337886641168,5899,18,,
0.14277066825325485,5949,18,,
0.14160426705404916,5999,18,,
0.1321011384007878,6049,18,,
0.1321678964747236,6099,18,,
,6136,18,0.13193732954966012,
,6136,18,,0.13110607778010822
0.13400663014337302,6149,19,,
0.12641809681035326,6199,19,,
0.12365407538090156,6249,19,,
0.1348260241013263,6299,19,,
0.1358072977780498,6349,19,,
0.13624468512881227,6399,19,,
0.13255246999397247,6449,19,,
,6459,19,0.1313985372172929,
,6459,19,,0.13046122786499975
0.1285481661964692,6499,20,,
0.1467461457805808,6549,20,,
0.13183886077312998,6599,20,,
0.11987154768676432,6649,20,,
0.1270641581932149,6699,20,,
0.12921885641256237,6749,20,,
,6782,20,0.13100473300194698,
,6782,20,,0.12981101526559988
0.11734432406822466,6799,21,,
0.13157398330663703,6849,21,,
0.12494324007851501,6899,21,,
0.12109141316035787,6949,21,,
0.130827625392346,6999,21,,
0.14189345781204812,7049,21,,
0.12692735561223864,7099,21,,
,7105,21,0.1326748532853079,
,7105,21,,0.12928386598689418
0.1376850183666629,7149,22,,
0.13725111750205746,7199,22,,
0.12785636291049993,7249,22,,
0.13674028850393113,7299,22,,
0.12740796173206537,7349,22,,
0.12983316845389925,7399,22,,
,7428,22,0.13088981182800424,
,7428,22,,0.12879474017131182
0.1312790969972294,7449,23,,
0.13299632701288905,7499,23,,
0.11995627559195227,7549,23,,
0.1325025168600727,7599,23,,
0.13380772116573178,7649,23,,
0.12863253418121387,7699,23,,
0.13262309525893726,7749,23,,
,7751,23,0.1299386134179722,
,7751,23,,0.12800972395605778
0.1327320234089589,7799,24,,
0.1370996685530091,7849,24,,
0.13536437332004872,7899,24,,
0.13145350640337547,7949,24,,
0.11871170926919454,7999,24,,
0.13577907815930898,8049,24,,
,8074,24,0.12971907916437336,
,8074,24,,0.12771080091061113
0.12371258736101276,8099,25,,
0.11601381104568001,8149,25,,
0.1362936478258088,8199,25,,
0.12664347681371885,8249,25,,
0.11284490822984705,8299,25,,
0.13465314811724358,8349,25,,
,8397,25,0.12943613254159447,
,8397,25,,0.1271194820236309
0.12282295407496566,8399,26,,
0.11506156248572852,8449,26,,
0.13267973691934046,8499,26,,
0.12293207827876361,8549,26,,
0.12353937970586207,8599,26,,
0.12231960818693342,8649,26,,
0.1210280563608207,8699,26,,
,8720,26,0.1295644123143892,
,8720,26,,0.12673109471951333
0.12106353859642897,8749,27,,
0.1255548340169201,8799,27,,
0.1258144128287494,8849,27,,
0.125148595920048,8899,27,,
0.118926752139891,8949,27,,
0.11795434040901345,8999,27,,
,9043,27,0.12862789021865062,
,9043,27,,0.12607122692930944
0.12650054342404343,9049,28,,
0.12437483961537604,9099,28,,
0.13487936213485857,9149,28,,
0.1216506307706625,9199,28,,
0.13148568941552596,9249,28,,
0.13099262778862691,9299,28,,
0.11760615297025283,9349,28,,
,9366,28,0.1289856643237084,
,9366,28,,0.12588395124706245
0.13614272154571447,9399,29,,
0.1315240982136935,9449,29,,
0.12493542727698588,9499,29,,
0.1261774867490278,9549,29,,
0.13013650833076656,9599,29,,
0.12324025371939831,9649,29,,
,9689,29,0.1288810505243738,
,9689,29,,0.1253883377123419
0.12729207162179407,9699,30,,
0.1255532264484141,9749,30,,
0.13154495873892874,9799,30,,
0.11929754319515387,9849,30,,
0.1227707724948104,9899,30,,
0.12144099259861171,9949,30,,
0.12716640954065622,9999,30,,
,10012,30,0.12793796675632246,
,10012,30,,0.12507978263286115
0.12710720679237283,10049,31,,
0.12797745505237884,10099,31,,
0.13013116091235238,10149,31,,
0.13728753933070123,10199,31,,
0.1271643653952709,10249,31,,
0.11939761775007716,10299,31,,
,10335,31,0.1279695954288288,
,10335,31,,0.12458104737042175
0.1252929897014314,10349,32,,
0.129010975346584,10399,32,,
0.11178681584750583,10449,32,,
0.11814191207818063,10499,32,,
0.12819174426525576,10549,32,,
0.12915585755877151,10599,32,,
0.1253827739389605,10649,32,,
,10658,32,0.12907269059577414,
,10658,32,,0.12419426434803678
0.1267058576638722,10699,33,,
0.1224413878988577,10749,33,,
0.1274809028144613,10799,33,,
0.12303600176552769,10849,33,,
0.11915701353632295,10899,33,,
0.12569370394428808,10949,33,,
,10981,33,0.12923894464637545,
,10981,33,,0.12384461519481624
0.12652957279642357,10999,34,,
0.12249886663005186,11049,34,,
0.12709509898574659,11099,34,,
0.12637590152162292,11149,34,,
0.13304203758532063,11199,34,,
0.12365506209814292,11249,34,,
0.12499137977158906,11299,34,,
,11304,34,0.12738067450917304,
,11304,34,,0.12354961461633353
0.1132035926225957,11349,35,,
0.12571266763184072,11399,35,,
0.11988441335817154,11449,35,,
0.12401970002947103,11499,35,,
0.1179696146481275,11549,35,,
0.12313706999320624,11599,35,,
,11627,35,0.12974661857505307,
,11627,35,,0.12327338319600825
0.13073644032208764,11649,36,,
0.11380407111993933,11699,36,,
0.13103782440310904,11749,36,,
0.1244694533862464,11799,36,,
0.1259967900190147,11849,36,,
0.13422425111093045,11899,36,,
0.12416164846360218,11949,36,,
,11950,36,0.12729717283648057,
,11950,36,,0.12274698539651452
0.13274291331230798,11999,37,,
0.1302655906006973,12049,37,,
0.13176763644952424,12099,37,,
0.11671376788855559,12149,37,,
0.12891726987803348,12199,37,,
0.12239941830864762,12249,37,,
,12273,37,0.12689291679481726,
,12273,37,,0.12251538610314967
0.13367576153391336,12299,38,,
0.11824323972465967,12349,38,,
0.11866656177067547,12399,38,,
0.12205612994521756,12449,38,,
0.12505709324014497,12499,38,,
0.12160308934526808,12549,38,,
,12596,38,0.12697113154650988,
,12596,38,,0.12206876746855154
0.12631334514460674,12599,39,,
0.11798375730520222,12649,39,,
0.11189803724939255,12699,39,,
0.11443154435947327,12749,39,,
0.11541158811792177,12799,39,,
0.12395829469722189,12849,39,,
0.13303168547059757,12899,39,,
,12919,39,0.12695958146834746,
,12919,39,,0.12179352927655089
0.12548776707767406,12949,40,,
0.11428884776316718,12999,40,,
0.12196788425375016,13049,40,,
0.1151173988415906,13099,40,,
0.12450341153829415,13149,40,,
0.12684641429500823,13199,40,,
,13242,40,0.12703675098264564,
,13242,40,,0.12144017612812208
0.1347969513272795,13249,41,,
0.11804328504190298,13299,41,,
0.11948792850112146,13349,41,,
0.12456066616918826,13399,41,,
0.13658162461927204,13449,41,,
0.12317743916449744,13499,41,,
0.13204515454194538,13549,41,,
,13565,41,0.1262128003784416,
,13565,41,,0.12110346693825397
0.12846459287295153,13599,42,,
0.1285929781205741,13649,42,,
0.1243516373617494,13699,42,,
0.12021740638806733,13749,42,,
0.11761059826808543,13799,42,,
0.123050816458092,13849,42,,
,13888,42,0.12683397987492742,
,13888,42,,0.12082360827557334
0.10984799246120769,13899,43,,
0.12012538823450697,13949,43,,
0.12521227570501992,13999,43,,
0.11732652209213057,14049,43,,
0.10932700068972523,14099,43,,
0.11816193120767297,14149,43,,
0.12803902100544645,14199,43,,
,14211,43,0.12579626514734915,
,14211,43,,0.12064764505163472
0.11445237597993764,14249,44,,
0.12470516042901364,14299,44,,
