epoch,step,loss_step,val_loss,loss_epoch
8,2899,0.14419831151934973,,
8,2906,,0.13920699775035372,
8,2906,,,0.14069137603402807
9,2949,0.12944310070800766,,
9,2999,0.1333010380872667,,
9,3049,0.13024649790394152,,
9,3099,0.14011821052488255,,
9,3149,0.13479112112396446,,
9,3199,0.1364039645698926,,
9,3229,,0.1377476889233685,
9,3229,,,0.13930376505078965
10,3249,0.14575887291965806,,
10,3299,0.13754275638117341,,
10,3349,0.1478983986168395,,
10,3399,0.13830437010042987,,
10,3449,0.1335678655425288,,
10,3499,0.14326582696709125,,
10,3549,0.14628114850590318,,
10,3552,,0.1365098450558137,
10,3552,,,0.13804609537918558
11,3599,0.14382333453119658,,
11,3649,0.13799984629505088,,
11,3699,0.12826856945816523,,
11,3749,0.1351914272332348,,
11,3799,0.12885852717190774,,
11,3849,0.13349420226582884,,
11,3875,,0.13600349277919319,
11,3875,,,0.13686714603373235
12,3899,0.12690992032826562,,
12,3949,0.14111975373703778,,
12,3999,0.1451102615952043,,
12,4049,0.1423338584518259,,
12,4099,0.13455342821029406,,
12,4149,0.14088297980167158,,
12,4198,,0.13543703578567076,
12,4198,,,0.13581151659934146
13,4199,0.1330983168543377,,
13,4249,0.12774258515433404,,
13,4299,0.1323974267536123,,
13,4349,0.1322681249081141,,
13,4399,0.13387526066687844,,
13,4449,0.13819082353773382,,
13,4499,0.1309017229242898,,
13,4521,,0.1342860953085734,
13,4521,,,0.13491594952432936
14,4549,0.12883870309199816,,
14,4599,0.12595392442096137,,
14,4649,0.1336987873141303,,
14,4699,0.12853769927159517,,
14,4749,0.13848666795835365,,
14,4799,0.13108784803719312,,
14,4844,,0.13388896618387736,
14,4844,,,0.1341741804812458
15,4849,0.12494212337748263,,
15,4899,0.1384293670924601,,
15,4949,0.13306011722263297,,
15,4999,0.1256532000822214,,
15,5049,0.12965629271766588,,
15,5099,0.14156300448065723,,
15,5149,0.1381301008861045,,
15,5167,,0.1332333791910993,
15,5167,,,0.1330899399000447
16,5199,0.1307795994470609,,
16,5249,0.13030921680660837,,
16,5299,0.13330715057015752,,
16,5349,0.12973339181982574,,
16,5399,0.14024379260499603,,
16,5449,0.13123754375867078,,
16,5490,,0.13253766053275812,
16,5490,,,0.13245149076639134
17,5499,0.12201750640775641,,
17,5549,0.13694673816376907,,
17,5599,0.11962140032541915,,
17,5649,0.13193403724035363,,
17,5699,0.14082350022089685,,
17,5749,0.1355533295691096,,
17,5799,0.1287284025731087,,
17,5813,,0.13238902547900788,
17,5813,,,0.131762823958238
18,5849,0.12519050935710943,,
18,5899,0.1256809407995103,,
18,5949,0.14055451442688424,,
18,5999,0.1427899063645183,,
18,6049,0.132104093727712,,
18,6099,0.1317378900456146,,
18,6136,,0.13185680736209499,
18,6136,,,0.13105825776186025
19,6149,0.13427088157214725,,
19,6199,0.12692676760838825,,
19,6249,0.12228851611776632,,
19,6299,0.1347194302947105,,
19,6349,0.1371263663687214,,
19,6399,0.13742368803692104,,
19,6449,0.1335520183314443,,
19,6459,,0.1313275652904666,
19,6459,,,0.1303654126464106
20,6499,0.1292327386768151,,
20,6549,0.14681536145458668,,
20,6599,0.13162775073163985,,
20,6649,0.11961065102903842,,
20,6699,0.12799353395333918,,
20,6749,0.12785297172697296,,
20,6782,,0.13100745595757196,
20,6782,,,0.12973281972917836
21,6799,0.11663768187958166,,
21,6849,0.13010091460383813,,
21,6899,0.12353308126724617,,
21,6949,0.11986823226636042,,
21,6999,0.13118124656270208,,
21,7049,0.1411233245297994,,
21,7099,0.12801787234644754,,
21,7105,,0.13245772807061484,
21,7105,,,0.12911003050101716
22,7149,0.13869017977681963,,
22,7199,0.13723709280833532,,
22,7249,0.12741623324555118,,
22,7299,0.13533958291724293,,
22,7349,0.12707005601253732,,
22,7399,0.12935321417424264,,
22,7428,,0.13089094086341707,
22,7428,,,0.12877955768541635
23,7449,0.13018636867193453,,
23,7499,0.13331672248391938,,
23,7549,0.12095009633699025,,
23,7599,0.13142007150014448,,
23,7649,0.1352188399202944,,
23,7699,0.1264411459400699,,
23,7749,0.1325530409226885,,
23,7751,,0.12990280155105557,
23,7751,,,0.1280525859313315
24,7799,0.13115314502164271,,
24,7849,0.13739256756230522,,
24,7899,0.13422369064439188,,
24,7949,0.13296544560003593,,
24,7999,0.11865116958103804,,
24,8049,0.13645222821176348,,
24,8074,,0.12967897820578092,
24,8074,,,0.1277184033824012
25,8099,0.12329229985421689,,
25,8149,0.11521397179746493,,
25,8199,0.13633803143347578,,
25,8249,0.12534679420445058,,
25,8299,0.11485852785062069,,
25,8349,0.1361720815636271,,
25,8397,,0.12943036397187907,
25,8397,,,0.12706497660024405
26,8399,0.12289802630038593,,
26,8449,0.11680164397310235,,
26,8499,0.13194201319430704,,
26,8549,0.12312528031258026,,
26,8599,0.12338941842109699,,
26,8649,0.12213544611899352,,
26,8699,0.12150060898490667,,
26,8720,,0.12956503619215004,
26,8720,,,0.12674595461459814
27,8749,0.12348982506644213,,
27,8799,0.12442242054457242,,
27,8849,0.1249809626037764,,
27,8899,0.12574546449527707,,
27,8949,0.1191332605790969,,
27,8999,0.1181165852303042,,
27,9043,,0.12867088808807353,
27,9043,,,0.1260045283255604
28,9049,0.12661032068472472,,
28,9099,0.12291769541375422,,
28,9149,0.13339722814580077,,
28,9199,0.12142184305485772,,
28,9249,0.13166594597953557,,
28,9299,0.13162116248867345,,
28,9349,0.11764025323727395,,
28,9366,,0.12919324549910638,
28,9366,,,0.12571936490435132
29,9399,0.1356406615689402,,
29,9449,0.13199846684823788,,
29,9499,0.12557621774135647,,
29,9549,0.12343421418668146,,
29,9599,0.1321970783283864,,
29,9649,0.12295150050746972,,
29,9689,,0.12901843853218498,
29,9689,,,0.12537410865338502
30,9699,0.12614131371731716,,
30,9749,0.12696082418011612,,
30,9799,0.13299394524975283,,
30,9849,0.11984517114715748,,
30,9899,0.12412151572626763,,
30,9949,0.12083890601386511,,
30,9999,0.12485686072173391,,
30,10012,,0.12787060330794617,
30,10012,,,0.1250957050943615
31,10049,0.12721613014798372,,
31,10099,0.12789668264279336,,
31,10149,0.12924189413529757,,
31,10199,0.13830146169468518,,
31,10249,0.12821358900208948,,
31,10299,0.11876127247972812,,
31,10335,,0.1279557277640293,
31,10335,,,0.12453692906975544
32,10349,0.127370368880301,,
32,10399,0.12633561840545876,,
32,10449,0.11101348996273068,,
32,10499,0.11828408329834748,,
32,10549,0.12781794503795266,,
32,10599,0.12895034274936154,,
32,10649,0.12717137237817713,,
32,10658,,0.12893017994011052,
32,10658,,,0.1241420157821215
33,10699,0.12824567680044432,,
33,10749,0.11999304287446162,,
33,10799,0.12542479759171507,,
33,10849,0.1230247120228182,,
33,10899,0.11771187746134269,,
33,10949,0.12518572667795108,,
33,10981,,0.12916548561965954,
33,10981,,,0.12379641696415948
34,10999,0.12565515312362688,,
34,11049,0.12169712755421663,,
34,11099,0.12634456915526687,,
34,11149,0.12568048944508864,,
34,11199,0.13390295838497412,,
34,11249,0.12150974148011097,,
34,11299,0.12364227249157814,,
34,11304,,0.12739946235971156,
34,11304,,,0.12338651679061102
35,11349,0.1149219748072162,,
