val_loss,epoch,step,loss_epoch,loss_step
,79,1899,,679.0010986328125
739.3560791015625,79,1919,,
,79,1919,658.7874145507812,
752.0526123046875,80,1943,,
,80,1943,646.8436889648438,
,81,1949,,641.1849975585938
739.3931884765625,81,1967,,
,81,1967,647.464111328125,
743.2952270507812,82,1991,,
,82,1991,647.658447265625,
,83,1999,,617.0845336914062
753.6328125,83,2015,,
,83,2015,636.4530639648438,
738.7246704101562,84,2039,,
,84,2039,648.7614135742188,
,85,2049,,673.8955688476562
737.3316650390625,85,2063,,
,85,2063,644.6557006835938,
735.68115234375,86,2087,,
,86,2087,655.154052734375,
,87,2099,,691.5875854492188
741.31005859375,87,2111,,
,87,2111,651.5960083007812,
738.7698364257812,88,2135,,
,88,2135,653.1358642578125,
,89,2149,,663.8411865234375
728.6318359375,89,2159,,
,89,2159,641.0921020507812,
732.5006103515625,90,2183,,
,90,2183,640.6502685546875,
,91,2199,,629.6649780273438
754.2039794921875,91,2207,,
,91,2207,641.8063354492188,
745.84765625,92,2231,,
,92,2231,648.2284545898438,
,93,2249,,613.5697631835938
738.3311767578125,93,2255,,
,93,2255,639.02001953125,
741.8435668945312,94,2279,,
,94,2279,639.7868041992188,
,95,2299,,676.2534790039062
738.7164306640625,95,2303,,
,95,2303,637.462646484375,
737.2372436523438,96,2327,,
,96,2327,626.8909912109375,
,97,2349,,651.1726684570312
733.3289794921875,97,2351,,
,97,2351,621.5330200195312,
743.17138671875,98,2375,,
,98,2375,617.1314086914062,
,99,2399,,296.4312744140625
730.9511108398438,99,2399,,
,99,2399,632.0154418945312,
737.9845581054688,100,2423,,
,100,2423,625.0548706054688,
748.523193359375,101,2447,,
,101,2447,632.2661743164062,
,102,2449,,602.8333740234375
738.753173828125,102,2471,,
,102,2471,628.547607421875,
733.6669311523438,103,2495,,
,103,2495,635.3120727539062,
,104,2499,,664.6528930664062
716.2069091796875,104,2519,,
,104,2519,629.163330078125,
725.1689453125,105,2543,,
,105,2543,622.9053344726562,
,106,2549,,628.1547241210938
729.197265625,106,2567,,
,106,2567,609.2879638671875,
720.381103515625,107,2591,,
,107,2591,604.823486328125,
,108,2599,,600.726806640625
730.5006103515625,108,2615,,
,108,2615,608.0194091796875,
729.35498046875,109,2639,,
,109,2639,610.1190185546875,
,110,2649,,658.0150146484375
726.3218994140625,110,2663,,
,110,2663,612.4129028320312,
725.9500122070312,111,2687,,
,111,2687,606.927978515625,
,112,2699,,568.3191528320312
727.5675048828125,112,2711,,
,112,2711,594.4639282226562,
732.61572265625,113,2735,,
,113,2735,602.4561767578125,
,114,2749,,586.5046997070312
721.8419189453125,114,2759,,
,114,2759,595.3536987304688,
726.7235107421875,115,2783,,
,115,2783,601.8570556640625,
,116,2799,,624.7698364257812
720.7404174804688,116,2807,,
,116,2807,604.40966796875,
718.4600219726562,117,2831,,
,117,2831,605.06298828125,
,118,2849,,566.6639404296875
732.1350708007812,118,2855,,
,118,2855,595.1563110351562,
728.38623046875,119,2879,,
,119,2879,605.0059814453125,
,120,2899,,605.980712890625
717.6159057617188,120,2903,,
,120,2903,593.3699340820312,
720.604248046875,121,2927,,
,121,2927,595.1228637695312,
,122,2949,,579.2990112304688
715.5272216796875,122,2951,,
,122,2951,591.2553100585938,
715.0113525390625,123,2975,,
,123,2975,594.264892578125,
,124,2999,,261.02630615234375
715.0040283203125,124,2999,,
,124,2999,587.1805419921875,
719.8084716796875,125,3023,,
,125,3023,588.1951293945312,
727.4664306640625,126,3047,,
,126,3047,597.9152221679688,
,127,3049,,622.5504760742188
724.37890625,127,3071,,
,127,3071,596.2638549804688,
718.7289428710938,128,3095,,
,128,3095,583.5331420898438,
,129,3099,,597.8189086914062
725.5435791015625,129,3119,,
,129,3119,599.5667724609375,
720.7568969726562,130,3143,,
,130,3143,586.6047973632812,
,131,3149,,605.3529052734375
725.9244995117188,131,3167,,
,131,3167,593.6076049804688,
726.2123413085938,132,3191,,
,132,3191,601.8837890625,
,133,3199,,589.4794311523438
724.1528930664062,133,3215,,
,133,3215,585.7124633789062,
732.5424194335938,134,3239,,
,134,3239,589.1426391601562,
,135,3249,,571.463623046875
735.5838623046875,135,3263,,
,135,3263,582.3733520507812,
719.7730712890625,136,3287,,
,136,3287,581.1576538085938,
,137,3299,,559.8497924804688
719.2443237304688,137,3311,,
,137,3311,593.6783447265625,
729.8507690429688,138,3335,,
,138,3335,586.4954833984375,
,139,3349,,671.0625
721.4103393554688,139,3359,,
,139,3359,589.280517578125,
730.0401000976562,140,3383,,
,140,3383,585.093505859375,
,141,3399,,627.0626220703125
715.201171875,141,3407,,
,141,3407,585.0741577148438,
727.1389770507812,142,3431,,
,142,3431,587.3148803710938,
,143,3449,,573.6100463867188
730.7406616210938,143,3455,,
,143,3455,579.9113159179688,
715.3833618164062,144,3479,,
,144,3479,581.0590209960938,
,145,3499,,569.4656372070312
727.3118286132812,145,3503,,
,145,3503,581.5177612304688,
719.9498291015625,146,3527,,
,146,3527,585.9133911132812,
,147,3549,,603.5131225585938
729.5084838867188,147,3551,,
,147,3551,581.795654296875,
715.7730712890625,148,3575,,
,148,3575,582.4879760742188,
,149,3599,,237.5215301513672
720.135498046875,149,3599,,
,149,3599,577.5849609375,
729.9744262695312,150,3623,,
,150,3623,577.1373291015625,
724.3045043945312,151,3647,,
,151,3647,586.3142700195312,
,152,3649,,577.0863037109375
725.25634765625,152,3671,,
,152,3671,578.514404296875,
734.0408325195312,153,3695,,
,153,3695,578.6551513671875,
,154,3699,,574.1346435546875
720.228759765625,154,3719,,
,154,3719,580.2420043945312,
718.1049194335938,155,3743,,
,155,3743,584.84423828125,
,156,3749,,585.0015258789062
730.5059814453125,156,3767,,
,156,3767,575.3423461914062,
726.2252197265625,157,3791,,
,157,3791,576.9273681640625,
,158,3799,,571.1687622070312
727.7689819335938,158,3815,,
,158,3815,571.676513671875,
726.2932739257812,159,3839,,
,159,3839,577.254638671875,
,160,3849,,597.427978515625
724.22509765625,160,3863,,
,160,3863,573.54931640625,
722.371337890625,161,3887,,
,161,3887,576.4951171875,
,162,3899,,585.3375854492188
727.8343505859375,162,3911,,
,162,3911,575.3895874023438,
730.4965209960938,163,3935,,
,163,3935,580.6453247070312,
,164,3949,,563.8130493164062
719.2681884765625,164,3959,,
,164,3959,573.8746948242188,
713.9876098632812,165,3983,,
,165,3983,579.36962890625,
,166,3999,,597.1083374023438
718.6215209960938,166,4007,,
,166,4007,583.0119018554688,
731.7255859375,167,4031,,
,167,4031,582.3709716796875,
,168,4049,,617.9432983398438
723.6571655273438,168,4055,,
,168,4055,580.4089965820312,
729.693603515625,169,4079,,
,169,4079,582.5350952148438,
,170,4099,,560.8342895507812
714.0294189453125,170,4103,,
,170,4103,576.8153076171875,
725.1328125,171,4127,,
,171,4127,579.923095703125,
,172,4149,,570.1504516601562
721.5541381835938,172,4151,,
,172,4151,577.989013671875,
720.3658447265625,173,4175,,
,173,4175,581.0355834960938,
,174,4199,,242.75672912597656
708.8709716796875,174,4199,,
,174,4199,576.7210693359375,
720.0838623046875,175,4223,,
,175,4223,574.8883056640625,
727.3087768554688,176,4247,,
,176,4247,579.72802734375,
,177,4249,,580.20263671875
720.1376953125,177,4271,,
,177,4271,579.0848999023438,
726.63916015625,178,4295,,
,178,4295,571.988525390625,
,179,4299,,575.4149780273438
721.2394409179688,179,4319,,
,179,4319,577.218017578125,
722.746826171875,180,4343,,
,180,4343,582.5703125,
,181,4349,,601.2767333984375
728.7655029296875,181,4367,,
,181,4367,584.642822265625,
718.8590087890625,182,4391,,
,182,4391,576.5804443359375,
,183,4399,,534.8297729492188
722.0806884765625,183,4415,,
,183,4415,577.383056640625,
723.2555541992188,184,4439,,
,184,4439,588.0875854492188,
,185,4449,,572.248779296875
736.2662353515625,185,4463,,
,185,4463,574.5850830078125,
725.8673095703125,186,4487,,
,186,4487,581.34375,
,187,4499,,569.7510375976562
726.3517456054688,187,4511,,
,187,4511,576.8369750976562,
718.1615600585938,188,4535,,
,188,4535,580.3884887695312,
,189,4549,,574.808837890625
725.5269775390625,189,4559,,
,189,4559,578.0070190429688,
725.3836059570312,190,4583,,
,190,4583,579.5384521484375,
,191,4599,,600.7127685546875
724.8128051757812,191,4607,,
,191,4607,580.8738403320312,
727.2525024414062,192,4631,,
,192,4631,584.1983642578125,
,193,4649,,571.2980346679688
723.596435546875,193,4655,,
,193,4655,584.8203125,
722.2471923828125,194,4679,,
,194,4679,578.7295532226562,
,195,4699,,607.552001953125
732.4903564453125,195,4703,,
,195,4703,582.6268920898438,
719.8268432617188,196,4727,,
,196,4727,573.0689086914062,
,197,4749,,592.7728881835938
722.5471801757812,197,4751,,
,197,4751,577.9066772460938,
722.9622802734375,198,4775,,
,198,4775,571.4852294921875,
,199,4799,,264.40765380859375
721.7542724609375,199,4799,,
,199,4799,580.2029418945312,
730.5243530273438,200,4823,,
,200,4823,580.6904907226562,
723.89892578125,201,4847,,
,201,4847,574.662109375,
,202,4849,,622.9739379882812
723.822265625,202,4871,,
,202,4871,582.0780029296875,
729.9446411132812,203,4895,,
,203,4895,574.2797241210938,
,204,4899,,629.16943359375
719.5496826171875,204,4919,,
,204,4919,571.164306640625,
727.7030639648438,205,4943,,
,205,4943,568.3070678710938,
,206,4949,,572.9000244140625
733.56689453125,206,4967,,
,206,4967,580.7738647460938,
719.0346069335938,207,4991,,
,207,4991,572.1975708007812,
,208,4999,,614.336669921875
707.639892578125,208,5015,,
,208,5015,577.4244384765625,
721.299560546875,209,5039,,
,209,5039,585.416748046875,
,210,5049,,544.7836303710938
727.2701416015625,210,5063,,
,210,5063,577.9544677734375,
723.755859375,211,5087,,
,211,5087,576.921142578125,
,212,5099,,569.6293334960938
712.164306640625,212,5111,,
,212,5111,584.6757202148438,
724.1577758789062,213,5135,,
,213,5135,578.0536499023438,
,214,5149,,628.2901611328125
718.289306640625,214,5159,,
,214,5159,584.9757690429688,
730.41943359375,215,5183,,
,215,5183,580.2493896484375,
,216,5199,,569.6378784179688
729.6250610351562,216,5207,,
,216,5207,580.8302612304688,
723.2680053710938,217,5231,,
,217,5231,579.3614501953125,
,218,5249,,585.4899291992188
729.4221801757812,218,5255,,
,218,5255,575.5281372070312,
721.40185546875,219,5279,,
,219,5279,573.2029418945312,
,220,5299,,573.1825561523438
718.48486328125,220,5303,,
,220,5303,573.4734497070312,
722.0116577148438,221,5327,,
,221,5327,575.4959716796875,
,222,5349,,552.9393920898438
716.3549194335938,222,5351,,
,222,5351,579.6953125,
722.6890258789062,223,5375,,
,223,5375,583.387451171875,
,224,5399,,275.9433288574219
728.3077392578125,224,5399,,
,224,5399,568.95751953125,
723.4650268554688,225,5423,,
,225,5423,571.3541870117188,
713.2686767578125,226,5447,,
,226,5447,574.02783203125,
,227,5449,,599.982177734375
725.872314453125,227,5471,,
,227,5471,576.4428100585938,
721.3458251953125,228,5495,,
,228,5495,581.5980224609375,
,229,5499,,570.8457641601562
723.61083984375,229,5519,,
,229,5519,575.2918090820312,
724.526611328125,230,5543,,
,230,5543,573.0994873046875,
,231,5549,,582.2532958984375
728.6082763671875,231,5567,,
,231,5567,571.790771484375,
713.9779052734375,232,5591,,
,232,5591,582.211181640625,
,233,5599,,647.8882446289062
724.9376831054688,233,5615,,
,233,5615,584.1564331054688,
722.6614379882812,234,5639,,
,234,5639,580.5634765625,
,235,5649,,589.5510864257812
729.9031372070312,235,5663,,
,235,5663,571.5514526367188,
724.8863525390625,236,5687,,
,236,5687,579.5001220703125,
,237,5699,,590.8629760742188
726.2532348632812,237,5711,,
,237,5711,579.5536499023438,
718.4352416992188,238,5735,,
,238,5735,577.8370971679688,
,239,5749,,568.4413452148438
724.2940673828125,239,5759,,
,239,5759,571.5049438476562,
727.1339721679688,240,5783,,
,240,5783,581.2045288085938,
,241,5799,,574.6940307617188
726.0125122070312,241,5807,,
,241,5807,579.5770263671875,
723.1903076171875,242,5831,,
,242,5831,585.080078125,
,243,5849,,625.30078125
726.1532592773438,243,5855,,
,243,5855,582.2408447265625,
715.0267333984375,244,5879,,
,244,5879,575.918701171875,
,245,5899,,569.2852783203125
721.16943359375,245,5903,,
,245,5903,579.8007202148438,
720.95556640625,246,5927,,
,246,5927,576.4517211914062,
,247,5949,,570.6093139648438
724.0343627929688,247,5951,,
,247,5951,580.3729248046875,
725.2698364257812,248,5975,,
,248,5975,579.6306762695312,
,249,5999,,237.1509246826172
724.6298217773438,249,5999,,
,249,5999,578.4434204101562,
711.7256469726562,250,6023,,
,250,6023,575.9345703125,
722.5414428710938,251,6047,,
,251,6047,580.2283935546875,
,252,6049,,565.5391235351562
723.1466064453125,252,6071,,
,252,6071,575.3365478515625,
716.8685302734375,253,6095,,
,253,6095,581.0336303710938,
,254,6099,,575.2530517578125
722.8270263671875,254,6119,,
,254,6119,570.1128540039062,
726.6871948242188,255,6143,,
,255,6143,578.31103515625,
,256,6149,,578.0093383789062
722.4462280273438,256,6167,,
,256,6167,577.8960571289062,
724.8056640625,257,6191,,
,257,6191,580.2271728515625,
,258,6199,,638.718505859375
711.6258544921875,258,6215,,
,258,6215,576.3707885742188,
731.5243530273438,259,6239,,
,259,6239,590.6256713867188,
,260,6249,,600.2901000976562
728.378173828125,260,6263,,
,260,6263,580.0802612304688,
725.3634033203125,261,6287,,
,261,6287,580.6005249023438,
,262,6299,,573.0662231445312
723.5216674804688,262,6311,,
,262,6311,576.0686645507812,
712.996337890625,263,6335,,
,263,6335,572.7435302734375,
,264,6349,,592.3084716796875
729.2222290039062,264,6359,,
,264,6359,583.1596069335938,
718.50927734375,265,6383,,
,265,6383,584.582275390625,
,266,6399,,583.8750610351562
729.951904296875,266,6407,,
,266,6407,581.2306518554688,
715.5784912109375,267,6431,,
,267,6431,569.6235961914062,
,268,6449,,566.9109497070312
733.91015625,268,6455,,
,268,6455,582.2472534179688,
723.1361694335938,269,6479,,
,269,6479,576.3276977539062,
,270,6499,,581.7793579101562
722.0223388671875,270,6503,,
,270,6503,577.6718139648438,
721.4019775390625,271,6527,,
,271,6527,573.30078125,
,272,6549,,579.2288208007812
722.1599731445312,272,6551,,
,272,6551,570.900390625,
721.2718505859375,273,6575,,
,273,6575,573.822265625,
,274,6599,,270.07928466796875
721.9071655273438,274,6599,,
,274,6599,581.34619140625,
715.782470703125,275,6623,,
,275,6623,585.5657348632812,
725.8592529296875,276,6647,,
,276,6647,582.4222412109375,
,277,6649,,619.0639038085938
721.1345825195312,277,6671,,
,277,6671,582.807861328125,
728.7638549804688,278,6695,,
,278,6695,575.9766845703125,
,279,6699,,571.4060668945312
727.5001831054688,279,6719,,
,279,6719,575.7811889648438,
724.1722412109375,280,6743,,
,280,6743,579.2600708007812,
,281,6749,,576.9401245117188
727.2529907226562,281,6767,,
,281,6767,574.7564697265625,
719.0725708007812,282,6791,,
,282,6791,572.764892578125,
,283,6799,,557.8566284179688
736.3368530273438,283,6815,,
,283,6815,573.515625,
725.5625610351562,284,6839,,
,284,6839,578.1602783203125,
,285,6849,,607.2446899414062
722.0909423828125,285,6863,,
,285,6863,590.1678466796875,
