val_loss,epoch,step,loss_epoch,loss_step
914.5447387695312,0,23,,
,0,23,1030.8551025390625,
917.174560546875,1,47,,
,1,47,943.7839965820312,
,2,49,,948.0082397460938
897.0084838867188,2,71,,
,2,71,923.5901489257812,
886.6891479492188,3,95,,
,3,95,906.4767456054688,
,4,99,,894.1285400390625
864.5553588867188,4,119,,
,4,119,882.27099609375,
862.2800903320312,5,143,,
,5,143,868.4237670898438,
,6,149,,836.11767578125
860.603759765625,6,167,,
,6,167,858.0213623046875,
837.5371704101562,7,191,,
,7,191,848.2692260742188,
,8,199,,899.3335571289062
829.8180541992188,8,215,,
,8,215,845.061767578125,
823.9807739257812,9,239,,
,9,239,828.8074951171875,
,10,249,,836.1485595703125
816.9429321289062,10,263,,
,10,263,818.1503295898438,
816.2523193359375,11,287,,
,11,287,809.6860961914062,
,12,299,,786.109130859375
818.1766967773438,12,311,,
,12,311,798.3896484375,
801.572998046875,13,335,,
,13,335,802.4737548828125,
,14,349,,829.0619506835938
808.1131591796875,14,359,,
,14,359,783.099609375,
808.0256958007812,15,383,,
,15,383,784.5958251953125,
,16,399,,792.1234741210938
791.1571655273438,16,407,,
,16,407,776.3248291015625,
788.2033081054688,17,431,,
,17,431,766.19091796875,
,18,449,,712.355712890625
790.1941528320312,18,455,,
,18,455,753.6267700195312,
789.4635009765625,19,479,,
,19,479,745.288818359375,
,20,499,,787.4108276367188
787.8267211914062,20,503,,
,20,503,762.3853149414062,
774.7180786132812,21,527,,
,21,527,759.9082641601562,
,22,549,,744.0643310546875
771.0795288085938,22,551,,
,22,551,745.4890747070312,
780.9675903320312,23,575,,
,23,575,737.8204956054688,
,24,599,,372.21539306640625
784.99951171875,24,599,,
,24,599,744.5645141601562,
775.4677734375,25,623,,
,25,623,750.601806640625,
783.9743041992188,26,647,,
,26,647,742.5318603515625,
,27,649,,785.6651611328125
777.6326904296875,27,671,,
,27,671,738.073486328125,
778.8779907226562,28,695,,
,28,695,727.1234741210938,
,29,699,,756.92578125
775.3436889648438,29,719,,
,29,719,723.183349609375,
779.4979858398438,30,743,,
,30,743,723.34716796875,
,31,749,,714.5219116210938
762.7654418945312,31,767,,
,31,767,722.5718383789062,
770.7032470703125,32,791,,
,32,791,725.8346557617188,
,33,799,,744.46044921875
779.1030883789062,33,815,,
,33,815,712.0111083984375,
756.725830078125,34,839,,
,34,839,724.1550903320312,
,35,849,,699.9099731445312
769.9803466796875,35,863,,
,35,863,710.6912231445312,
768.787841796875,36,887,,
,36,887,703.8159790039062,
,37,899,,711.4141845703125
774.0686645507812,37,911,,
,37,911,702.5130004882812,
764.0485229492188,38,935,,
,38,935,714.3900146484375,
,39,949,,711.2578125
772.6813354492188,39,959,,
,39,959,700.8516845703125,
767.1216430664062,40,983,,
,40,983,706.8643188476562,
,41,999,,718.9320068359375
764.6648559570312,41,1007,,
,41,1007,703.4564208984375,
756.0172729492188,42,1031,,
,42,1031,698.8133544921875,
,43,1049,,679.9694213867188
758.1305541992188,43,1055,,
,43,1055,694.9570922851562,
750.2054443359375,44,1079,,
,44,1079,691.326416015625,
,45,1099,,668.8314819335938
760.5189819335938,45,1103,,
,45,1103,682.8978881835938,
761.0014038085938,46,1127,,
,46,1127,684.7833862304688,
,47,1149,,665.5692749023438
759.8104248046875,47,1151,,
,47,1151,685.6966552734375,
760.6930541992188,48,1175,,
,48,1175,674.577880859375,
,49,1199,,317.0284118652344
763.590576171875,49,1199,,
,49,1199,684.4916381835938,
766.25634765625,50,1223,,
,50,1223,690.1536865234375,
742.577392578125,51,1247,,
,51,1247,680.1038208007812,
,52,1249,,668.4579467773438
765.8425903320312,52,1271,,
,52,1271,687.419921875,
763.0672607421875,53,1295,,
,53,1295,681.8178100585938,
,54,1299,,681.9959716796875
756.9532470703125,54,1319,,
