epoch,loss_step,step,val_loss,loss_epoch
10,,3552,,0.1382373696151926
11,0.1468971936240031,3599,,
11,0.13887654674189262,3649,,
11,0.1286607104954282,3699,,
11,0.1355282547922635,3749,,
11,0.12814048485907154,3799,,
11,0.13327786256330515,3849,,
11,,3875,0.13624893111852523,
11,,3875,,0.13710973180389988
12,0.1288130459722336,3899,,
12,0.14320958552448418,3949,,
12,0.14480028541075482,3999,,
12,0.14147893117172175,4049,,
12,0.1364899168421437,4099,,
12,0.14239320770039673,4149,,
12,,4198,0.13553863782982903,
12,,4198,,0.1360670090831213
13,0.1333081035642159,4199,,
13,0.12743110150466502,4249,,
13,0.13290175981642466,4299,,
13,0.13183299302497628,4349,,
13,0.1359030708246381,4399,,
13,0.1380159949514154,4449,,
13,0.13022774910942578,4499,,
13,,4521,0.13430615497523787,
13,,4521,,0.13499068845666384
14,0.13085438606745903,4549,,
14,0.1276052734741629,4599,,
14,0.13361099271597154,4649,,
14,0.12794415564432565,4699,,
14,0.13818132382037854,4749,,
14,0.1314922527553638,4799,,
14,,4844,0.13400000801901846,
14,,4844,,0.13421729614579908
15,0.12552395911505146,4849,,
15,0.1378750610413305,4899,,
15,0.1327906994748594,4949,,
15,0.12494634755157108,4999,,
15,0.13021759927213042,5049,,
15,0.1403803817047627,5099,,
15,0.13808628869514786,5149,,
15,,5167,0.13336717501020143,
15,,5167,,0.13329814727755945
16,0.13173184526434845,5199,,
16,0.13058529712606745,5249,,
16,0.13298706362014467,5299,,
16,0.13205163389688143,5349,,
16,0.13950287237087514,5399,,
16,0.13250359473280257,5449,,
16,,5490,0.13249731879037996,
16,,5490,,0.1324856932669077
17,0.12284761217185626,5499,,
17,0.13800780716132738,5549,,
17,0.11843867333513516,5599,,
17,0.13260133598352927,5649,,
17,0.14193310996694455,5699,,
17,0.13320054036222748,5749,,
17,0.12734245012171247,5799,,
17,,5813,0.1323571187103104,
17,,5813,,0.13165728423781278
18,0.12472464029165421,5849,,
18,0.12481337886641168,5899,,
18,0.14277066825325485,5949,,
18,0.14160426705404916,5999,,
18,0.1321011384007878,6049,,
18,0.1321678964747236,6099,,
18,,6136,0.13193732954966012,
18,,6136,,0.13110607778010822
19,0.13400663014337302,6149,,
19,0.12641809681035326,6199,,
19,0.12365407538090156,6249,,
19,0.1348260241013263,6299,,
19,0.1358072977780498,6349,,
19,0.13624468512881227,6399,,
19,0.13255246999397247,6449,,
19,,6459,0.1313985372172929,
19,,6459,,0.13046122786499975
20,0.1285481661964692,6499,,
20,0.1467461457805808,6549,,
20,0.13183886077312998,6599,,
20,0.11987154768676432,6649,,
20,0.1270641581932149,6699,,
20,0.12921885641256237,6749,,
20,,6782,0.13100473300194698,
20,,6782,,0.12981101526559988
21,0.11734432406822466,6799,,
21,0.13157398330663703,6849,,
21,0.12494324007851501,6899,,
21,0.12109141316035787,6949,,
21,0.130827625392346,6999,,
21,0.14189345781204812,7049,,
21,0.12692735561223864,7099,,
21,,7105,0.1326748532853079,
21,,7105,,0.12928386598689418
22,0.1376850183666629,7149,,
22,0.13725111750205746,7199,,
22,0.12785636291049993,7249,,
22,0.13674028850393113,7299,,
22,0.12740796173206537,7349,,
22,0.12983316845389925,7399,,
22,,7428,0.13088981182800424,
22,,7428,,0.12879474017131182
23,0.1312790969972294,7449,,
23,0.13299632701288905,7499,,
23,0.11995627559195227,7549,,
23,0.1325025168600727,7599,,
23,0.13380772116573178,7649,,
23,0.12863253418121387,7699,,
23,0.13262309525893726,7749,,
23,,7751,0.1299386134179722,
23,,7751,,0.12800972395605778
24,0.1327320234089589,7799,,
24,0.1370996685530091,7849,,
24,0.13536437332004872,7899,,
24,0.13145350640337547,7949,,
24,0.11871170926919454,7999,,
24,0.13577907815930898,8049,,
24,,8074,0.12971907916437336,
24,,8074,,0.12771080091061113
25,0.12371258736101276,8099,,
25,0.11601381104568001,8149,,
25,0.1362936478258088,8199,,
25,0.12664347681371885,8249,,
25,0.11284490822984705,8299,,
25,0.13465314811724358,8349,,
25,,8397,0.12943613254159447,
25,,8397,,0.1271194820236309
26,0.12282295407496566,8399,,
26,0.11506156248572852,8449,,
26,0.13267973691934046,8499,,
26,0.12293207827876361,8549,,
26,0.12353937970586207,8599,,
26,0.12231960818693342,8649,,
26,0.1210280563608207,8699,,
26,,8720,0.1295644123143892,
26,,8720,,0.12673109471951333
27,0.12106353859642897,8749,,
27,0.1255548340169201,8799,,
27,0.1258144128287494,8849,,
27,0.125148595920048,8899,,
27,0.118926752139891,8949,,
27,0.11795434040901345,8999,,
27,,9043,0.12862789021865062,
27,,9043,,0.12607122692930944
28,0.12650054342404343,9049,,
28,0.12437483961537604,9099,,
28,0.13487936213485857,9149,,
28,0.1216506307706625,9199,,
28,0.13148568941552596,9249,,
28,0.13099262778862691,9299,,
28,0.11760615297025283,9349,,
28,,9366,0.1289856643237084,
28,,9366,,0.12588395124706245
29,0.13614272154571447,9399,,
29,0.1315240982136935,9449,,
29,0.12493542727698588,9499,,
29,0.1261774867490278,9549,,
29,0.13013650833076656,9599,,
29,0.12324025371939831,9649,,
29,,9689,0.1288810505243738,
29,,9689,,0.1253883377123419
30,0.12729207162179407,9699,,
30,0.1255532264484141,9749,,
30,0.13154495873892874,9799,,
30,0.11929754319515387,9849,,
30,0.1227707724948104,9899,,
30,0.12144099259861171,9949,,
30,0.12716640954065622,9999,,
30,,10012,0.12793796675632246,
30,,10012,,0.12507978263286115
31,0.12710720679237283,10049,,
31,0.12797745505237884,10099,,
31,0.13013116091235238,10149,,
31,0.13728753933070123,10199,,
31,0.1271643653952709,10249,,
31,0.11939761775007716,10299,,
31,,10335,0.1279695954288288,
31,,10335,,0.12458104737042175
32,0.1252929897014314,10349,,
32,0.129010975346584,10399,,
32,0.11178681584750583,10449,,
32,0.11814191207818063,10499,,
32,0.12819174426525576,10549,,
32,0.12915585755877151,10599,,
32,0.1253827739389605,10649,,
32,,10658,0.12907269059577414,
32,,10658,,0.12419426434803678
33,0.1267058576638722,10699,,
33,0.1224413878988577,10749,,
33,0.1274809028144613,10799,,
33,0.12303600176552769,10849,,
33,0.11915701353632295,10899,,
33,0.12569370394428808,10949,,
33,,10981,0.12923894464637545,
33,,10981,,0.12384461519481624
34,0.12652957279642357,10999,,
34,0.12249886663005186,11049,,
34,0.12709509898574659,11099,,
34,0.12637590152162292,11149,,
34,0.13304203758532063,11199,,
34,0.12365506209814292,11249,,
34,0.12499137977158906,11299,,
34,,11304,0.12738067450917304,
34,,11304,,0.12354961461633353
35,0.1132035926225957,11349,,
35,0.12571266763184072,11399,,
35,0.11988441335817154,11449,,
35,0.12401970002947103,11499,,
35,0.1179696146481275,11549,,
35,0.12313706999320624,11599,,
35,,11627,0.12974661857505307,
35,,11627,,0.12327338319600825
36,0.13073644032208764,11649,,
36,0.11380407111993933,11699,,
36,0.13103782440310904,11749,,
36,0.1244694533862464,11799,,
36,0.1259967900190147,11849,,
36,0.13422425111093045,11899,,
36,0.12416164846360218,11949,,
36,,11950,0.12729717283648057,
36,,11950,,0.12274698539651452
37,0.13274291331230798,11999,,
37,0.1302655906006973,12049,,
37,0.13176763644952424,12099,,
37,0.11671376788855559,12149,,
37,0.12891726987803348,12199,,
37,0.12239941830864762,12249,,
37,,12273,0.12689291679481726,
37,,12273,,0.12251538610314967
38,0.13367576153391336,12299,,
38,0.11824323972465967,12349,,
38,0.11866656177067547,12399,,
38,0.12205612994521756,12449,,
38,0.12505709324014497,12499,,
38,0.12160308934526808,12549,,
38,,12596,0.12697113154650988,
38,,12596,,0.12206876746855154
39,0.12631334514460674,12599,,
39,0.11798375730520222,12649,,
39,0.11189803724939255,12699,,
39,0.11443154435947327,12749,,
39,0.11541158811792177,12799,,
39,0.12395829469722189,12849,,
39,0.13303168547059757,12899,,
39,,12919,0.12695958146834746,
39,,12919,,0.12179352927655089
40,0.12548776707767406,12949,,
40,0.11428884776316718,12999,,
40,0.12196788425375016,13049,,
40,0.1151173988415906,13099,,
40,0.12450341153829415,13149,,
40,0.12684641429500823,13199,,
40,,13242,0.12703675098264564,
40,,13242,,0.12144017612812208
41,0.1347969513272795,13249,,
41,0.11804328504190298,13299,,
41,0.11948792850112146,13349,,
41,0.12456066616918826,13399,,
41,0.13658162461927204,13449,,
41,0.12317743916449744,13499,,
41,0.13204515454194538,13549,,
41,,13565,0.1262128003784416,
41,,13565,,0.12110346693825397
42,0.12846459287295153,13599,,
42,0.1285929781205741,13649,,
42,0.1243516373617494,13699,,
42,0.12021740638806733,13749,,
42,0.11761059826808543,13799,,
42,0.123050816458092,13849,,
42,,13888,0.12683397987492742,
42,,13888,,0.12082360827557334
43,0.10984799246120769,13899,,
43,0.12012538823450697,13949,,
43,0.12521227570501992,13999,,
43,0.11732652209213057,14049,,
43,0.10932700068972523,14099,,
43,0.11816193120767297,14149,,
43,0.12803902100544645,14199,,
43,,14211,0.12579626514734915,
43,,14211,,0.12064764505163472
44,0.11445237597993764,14249,,
44,0.12470516042901364,14299,,
44,0.1334141479207864,14349,,
44,0.11980840793647404,14399,,
44,0.12994216098883468,14449,,
44,0.11786701744862027,14499,,
44,,14534,0.12613708711379815,
44,,14534,,0.1202168086505797
45,0.12608530260715411,14549,,
45,0.11805700211095217,14599,,
45,0.11580375959988393,14649,,
45,0.1212965774137138,14699,,
45,0.11527037002545837,14749,,
45,0.11969932355510544,14799,,
45,0.11366886700200929,14849,,
45,,14857,0.1275498132234141,
45,,14857,,0.11981257229566357
46,0.11692881051915173,14899,,
46,0.11742426146248637,14949,,
46,0.11648687836835091,14999,,
46,0.11124846881801062,15049,,
46,0.11196860210288984,15099,,
46,0.11427718869226433,15149,,
46,,15180,0.12587843565194232,
46,,15180,,0.11976152070415808
47,0.11714136440496856,15199,,
47,0.12118476848618272,15249,,
47,0.11855214221553913,15299,,
47,0.11826780169425428,15349,,
47,0.11656500018168985,15399,,
47,0.11942075257516697,15449,,
47,0.12243369039682964,15499,,
47,,15503,0.12558579538776618,
47,,15503,,0.11951585578688038
48,0.11633280273425366,15549,,
48,0.11957402017355465,15599,,
48,0.10291521865717092,15649,,
48,0.11232997459836645,15699,,
48,0.11706081451260075,15749,,
48,0.11363371950236523,15799,,
48,,15826,0.12613867862068642,
48,,15826,,0.11908156496062544
49,0.11818981824411019,15849,,
49,0.12417502434067262,15899,,
49,0.122173258641132,15949,,
49,0.11013680219769767,15999,,
49,0.11335560132739259,16049,,
49,0.1205945951057831,16099,,
49,0.11926635099917329,16149,,
49,,16149,0.12526675473752288,
49,,16149,,0.11903903679133442
50,0.11566506926872804,16199,,
50,0.12278493838951093,16249,,
50,0.12050555840842797,16299,,
50,0.11000847553519574,16349,,
50,0.11350762667789904,16399,,
50,0.12237959037233542,16449,,
50,,16472,0.12503772606070887,
50,,16472,,0.11867372438795815
51,0.10955203647250372,16499,,
51,0.12003636861745974,16549,,
51,0.11413718048602617,16599,,
51,0.12364946036818351,16649,,
51,0.12169465380946988,16699,,
51,0.12564468020013236,16749,,
51,,16795,0.12566847561887434,
51,,16795,,0.11832717838511315
52,0.11983312349242611,16799,,
52,0.12385916206540992,16849,,
52,0.12054302461215538,16899,,
52,0.11427180617641164,16949,,
52,0.11582870421831527,16999,,
52,0.12513143882932007,17049,,
52,0.10966487106136433,17099,,
52,,17118,0.12514957094210852,
52,,17118,,0.11809480263053942
53,0.12008758981154909,17149,,
53,0.11505250329149576,17199,,
53,0.11842288502729155,17249,,
53,0.12145423018645332,17299,,
53,0.11748020119801689,17349,,
53,0.1103629597120002,17399,,
53,,17441,0.12561664319852098,
53,,17441,,0.1177696397812907
54,0.11468065575746411,17449,,
54,0.12532505326622986,17499,,
54,0.11300026683986535,17549,,
54,0.11842661598357021,17599,,
54,0.11152300538351356,17649,,
54,0.1179544566705073,17699,,
54,0.12291677272252444,17749,,
54,,17764,0.1254221704573023,
54,,17764,,0.1175836794939019
55,0.12170380991780202,17799,,
55,0.11831980384219415,17849,,
55,0.10558307478725411,17899,,
55,0.11337611442343913,17949,,
55,0.11831866233694052,17999,,
55,0.11059000592580068,18049,,
55,,18087,0.12507401508176896,
55,,18087,,0.11753280193783171
56,0.11197007197089211,18099,,
56,0.12367229206759323,18149,,
56,0.12173042706253086,18199,,
56,0.1159991029591279,18249,,
56,0.12057892345477904,18299,,
56,0.12749573487279112,18349,,
56,0.12390760335182907,18399,,
56,,18410,0.1275712995631621,
56,,18410,,0.11704949759585291
57,0.11191997738087926,18449,,
57,0.12016241291156388,18499,,
57,0.11581735248219016,18549,,
57,0.11841222166281769,18599,,
57,0.1147420006349841,18649,,
57,0.11883627494434737,18699,,
57,,18733,0.12439345641938433,
57,,18733,,0.116973802401158
58,0.11649151865995813,18749,,
58,0.11764233964572675,18799,,
58,0.11642489926667446,18849,,
58,0.1251901421522711,18899,,
58,0.11860082368213597,18949,,
58,0.10501605119388036,18999,,
58,0.11777626097944627,19049,,
58,,19056,0.12551260234486036,
58,,19056,,0.11667759640808714
59,0.11407557010842989,19099,,
59,0.11992782601934815,19149,,
59,0.12047812922295989,19199,,
59,0.10480384734606925,19249,,
59,0.1212340392166532,19299,,
59,0.1165704746755919,19349,,
59,,19379,0.1253498296014829,
59,,19379,,0.1163995145533513
60,0.10589225942425465,19399,,
60,0.11136032451835784,19449,,
60,0.11811239178098276,19499,,
60,0.11040884423829414,19549,,
60,0.1238365140668659,19599,,
60,0.11324472211795766,19649,,
60,0.12557354413692337,19699,,
60,,19702,0.12469955745798382,
60,,19702,,0.11624856438553266
61,0.11703797011439152,19749,,
61,0.11386584366736244,19799,,
61,0.1152239254560107,19849,,
61,0.12248525403768507,19899,,
61,0.11921946682492875,19949,,
61,0.112291720318577,19999,,
61,,20025,0.12578393401904503,
61,,20025,,0.1159727417774286
62,0.11086496345188612,20049,,
62,0.10913861350592216,20099,,
62,0.11594267530105758,20149,,
62,0.11464336472474877,20199,,
62,0.1238300185037176,20249,,
62,0.1258853096224247,20299,,
62,,20348,0.12431968198095251,
62,,20348,,0.11575877302642101
63,0.11335947284885683,20349,,
63,0.11748831148335147,20399,,
63,0.12202544360364283,20449,,
63,0.11439338699465963,20499,,
63,0.1201720116258576,20549,,
63,0.11648795637318654,20599,,
63,0.12371706272025139,20649,,
63,,20671,0.12463438250553757,
63,,20671,,0.11553859441485484
64,0.10801790280405082,20699,,
64,0.12822405570953352,20749,,
64,0.10429114739733039,20799,,
64,0.12289045990637801,20849,,
64,0.10584593252182513,20899,,
64,0.10760836692070871,20949,,
64,,20994,0.12562716000420804,
64,,20994,,0.11515709904076876
65,0.11199899386531308,20999,,
65,0.12423095058896139,21049,,
65,0.11980267028573705,21099,,
65,0.1215860348689963,21149,,
65,0.10744363064571094,21199,,
65,0.11004035277399807,21249,,
65,0.11130026197825543,21299,,
65,,21317,0.12475857665178235,
65,,21317,,0.11504564696392099
66,0.10978325058548423,21349,,
66,0.11928867562484635,21399,,
66,0.11987882896365633,21449,,
66,0.12326126885225097,21499,,
66,0.11093065770182267,21549,,
66,0.1062659418682145,21599,,
66,,21640,0.12481820775438718,
66,,21640,,0.11487467448983257
67,0.11699508634256395,21649,,
67,0.11988755204310496,21699,,
67,0.1138182022134028,21749,,
67,0.10923157506160232,21799,,
67,0.10275829603849937,21849,,
67,0.11759285939195131,21899,,
67,0.11947779984932595,21949,,
67,,21963,0.12471567064226516,
67,,21963,,0.11479941666822746
68,0.12424806602463219,21999,,
68,0.11377289443428817,22049,,
68,0.11066350041560273,22099,,
68,0.11755028222155649,22149,,
68,0.1128271629562283,22199,,
68,0.1188298895553506,22249,,
68,,22286,0.12408838229444359,
68,,22286,,0.11459883704146137
69,0.11844127720603752,22299,,
69,0.11780757968434259,22349,,
69,0.11617037446234293,22399,,
69,0.1173189466356571,22449,,
69,0.09867271415917288,22499,,
69,0.12025141964098798,22549,,
69,0.11575443596476097,22599,,
69,,22609,0.12398905996504306,
69,,22609,,0.11403875429676776
70,0.11610149207725416,22649,,
70,0.10991439657868096,22699,,
70,0.11697158933170922,22749,,
70,0.10773751799947326,22799,,
70,0.10598684328653663,22849,,
70,0.1211505751177618,22899,,
70,,22932,0.12425450957229604,
70,,22932,,0.11406878033462618
71,0.11804865130163479,22949,,
71,0.11551745388212047,22999,,
71,0.12189972905648416,23049,,
71,0.1308932847402861,23099,,
71,0.12180889036799517,23149,,
71,0.11551245353499394,23199,,
71,0.11062798486721227,23249,,
71,,23255,0.12454358230647673,
71,,23255,,0.11396776718528019
72,0.1057096320977424,23299,,
72,0.10967007634680574,23349,,
72,0.11463552690480254,23399,,
72,0.11656178137834551,23449,,
72,0.1028588100267803,23499,,
72,0.10004372238432432,23549,,
72,,23578,0.12496881464625138,
72,,23578,,0.1138362661690193
73,0.10711489136686585,23599,,
73,0.12351599404059141,23649,,
73,0.10858297008785933,23699,,
73,0.11357742483968843,23749,,
73,0.10380002364914942,23799,,
73,0.1138839822109845,23849,,
73,0.11939383578512786,23899,,
73,,23901,0.12413698005029163,
73,,23901,,0.11340399126004692
74,0.10741025329186546,23949,,
74,0.11258421434298481,23999,,
74,0.0929624112132857,24049,,
74,0.1108295668552321,24099,,
74,0.11207356571455232,24149,,
74,0.11061144829501032,24199,,
74,,24224,0.1252792127790309,
74,,24224,,0.1133141966573158
75,0.11070319190081374,24249,,
75,0.10517870040998678,24299,,
75,0.10835012981411922,24349,,
75,0.11316256015067257,24399,,
75,0.11111090440108329,24449,,
75,0.1156082327889799,24499,,
75,,24547,0.12395709473968652,
75,,24547,,0.11316196649702515
76,0.11359809310585274,24549,,
76,0.11813153849881058,24599,,
76,0.10523659535087859,24649,,
76,0.11307529022980202,24699,,
76,0.11857467171198276,24749,,
76,0.12453008108433423,24799,,
76,0.10611832440995517,24849,,
76,,24870,0.12541503575645482,
76,,24870,,0.11293353759851069
77,0.11386676904347912,24899,,
77,0.12372925988366537,24949,,
77,0.1148028144175793,24999,,
77,0.10119528508407354,25049,,
77,0.11831020886522228,25099,,
77,0.11698316007655604,25149,,
77,,25193,0.1238292857892268,
77,,25193,,0.11267988388704543
78,0.10696611693080883,25199,,
78,0.11867376945968693,25249,,
78,0.1196156299279812,25299,,
78,0.1111609697607246,25349,,
78,0.11624851434475644,25399,,
78,0.1060756191470771,25449,,
78,0.109230037077181,25499,,
78,,25516,0.12392486041555058,
78,,25516,,0.11267338964975138
79,0.11278471648512894,25549,,
79,0.11168003157524367,25599,,
79,0.11322326592296313,25649,,
79,0.12440383219739207,25699,,
79,0.11524269687243396,25749,,
79,0.11170640276505006,25799,,
79,,25839,0.12471945426678953,
79,,25839,,0.11203494617584725
80,0.09580620247332736,25849,,
80,0.10916530199834826,25899,,
80,0.10514090198840935,25949,,
80,0.11012040338500129,25999,,
80,0.11098744376598108,26049,,
80,0.10996225134602265,26099,,
80,0.11305867269459709,26149,,
80,,26162,0.12428526802412579,
80,,26162,,0.11215200907448199
81,0.10964276859816137,26199,,
81,0.10319599937535201,26249,,
81,0.11909760994639722,26299,,
81,0.1147566317399644,26349,,
81,0.1175790717652595,26399,,
81,0.11439922407499124,26449,,
81,,26485,0.1236814486275713,
81,,26485,,0.11217297858366679
82,0.10442089764458294,26499,,
82,0.10936888562110166,26549,,
82,0.11321609042250941,26599,,
82,0.10686164415956313,26649,,
82,0.10948399340434038,26699,,
82,0.09590484952683935,26749,,
82,0.10265836812376475,26799,,
82,,26808,0.12397801697156399,
82,,26808,,0.1117400269901693
83,0.1042936260424978,26849,,
83,0.10820209229423866,26899,,
83,0.12017872541885788,26949,,
83,0.11576039115260209,26999,,
83,0.11496906503288505,27049,,
83,0.11605435513635992,27099,,
83,,27131,0.12375168307408942,
83,,27131,,0.11154123487032971
84,0.11490984356210858,27149,,
84,0.11343733449070512,27199,,
84,0.12357574881664324,27249,,
84,0.12112794213821873,27299,,
84,0.12130132276242903,27349,,
84,0.1048503297720245,27399,,
84,0.11401815162915128,27449,,
84,,27454,0.12486357943425076,
84,,27454,,0.1114977683666254
85,0.11264053950310342,27499,,
85,0.1069181072775357,27549,,
85,0.11082811307610818,27599,,
85,0.11488062227980367,27649,,
85,0.10662184440217375,27699,,
85,0.11977692653563864,27749,,
85,,27777,0.12366503273985366,
85,,27777,,0.11123745358325687
86,0.11287600192390657,27799,,
86,0.10833157737379827,27849,,
86,0.10346123134841094,27899,,
86,0.11427855332123726,27949,,
86,0.11064899792893258,27999,,
86,0.11967968422603424,28049,,
86,0.10916982292124262,28099,,
86,,28100,0.12372452616690774,
86,,28100,,0.11118757569405706
87,0.10205647603942947,28149,,
87,0.11598508653080418,28199,,
87,0.11472118301441256,28249,,
87,0.113393129951239,28299,,
87,0.11435221087119592,28349,,
87,0.11310731412966156,28399,,
87,,28423,0.12340787453529736,
87,,28423,,0.11067936470200207
88,0.1145264738255108,28449,,
88,0.11822294904372743,28499,,
88,0.10735174710167165,28549,,
88,0.11524350937942923,28599,,
88,0.11282234517878548,28649,,
88,0.11451662285654085,28699,,
88,,28746,0.12352189340950039,
88,,28746,,0.11075117935358306
89,0.10591912858975616,28749,,
89,0.11659628205639902,28799,,
89,0.10921051973543523,28849,,
89,0.10279841975180955,28899,,
89,0.10864138008863447,28949,,
89,0.10250121322353631,28999,,
89,0.10955322838281004,29049,,
89,,29069,0.1241953370183704,
89,,29069,,0.11043948188052825
90,0.11157396145961532,29099,,
90,0.11074762600251546,29149,,
90,0.09958654994761473,29199,,
90,0.10534166511442451,29249,,
90,0.10984023787665752,29299,,
90,0.10448773883449651,29349,,
90,,29392,0.12450440083850797,
90,,29392,,0.11032056453181995
91,0.10528315204469459,29399,,
91,0.12028837445089552,29449,,
91,0.10536739603050373,29499,,
91,0.11473164258525474,29549,,
91,0.09884899562668666,29599,,
91,0.11223649577352966,29649,,
91,0.11242981446399704,29699,,
91,,29715,0.12429542760492493,
91,,29715,,0.11015020453705074
92,0.10651241578828832,29749,,
92,0.11358179225304425,29799,,
92,0.11802560396483766,29849,,
92,0.10906408143701572,29899,,
92,0.10974035001975395,29949,,
92,0.10093443279855246,29999,,
92,,30038,0.12405647629290015,
92,,30038,,0.11017453869740165
93,0.12037392319221259,30049,,
93,0.1105828924979984,30099,,
93,0.1137601426196872,30149,,
93,0.10944289992511975,30199,,
93,0.11583148208196226,30249,,
93,0.11252055973340935,30299,,
93,0.10113649102645603,30349,,
93,,30361,0.12411406822292556,
93,,30361,,0.110032294648191
94,0.1092959311920038,30399,,
94,0.12122327363546614,30449,,
94,0.10700821812184934,30499,,
94,0.12480732507018184,30549,,
94,0.1009287248461286,30599,,
94,0.10905451279524468,30649,,
94,,30684,0.12325714133962913,
94,,30684,,0.10976419783074068
95,0.11797155704316342,30699,,
95,0.10346592363559648,30749,,
95,0.11539926914856903,30799,,
95,0.10927173057243336,30849,,
95,0.1111544174810534,30899,,
95,0.10633735871096543,30949,,
95,0.1186880153321676,30999,,
95,,31007,0.12335499128835536,
95,,31007,,0.10958027061022502
96,0.12265530462264825,31049,,
96,0.10809917804944813,31099,,
96,0.10125390761624098,31149,,
96,0.10294699231870606,31199,,
96,0.11498604945014845,31249,,
96,0.11047921141569088,31299,,
96,,31330,0.12322061359464999,
96,,31330,,0.10945982333037099
97,0.10873051615700714,31349,,
97,0.114244873724064,31399,,
97,0.1082429608076821,31449,,
97,0.11308956893724353,31499,,
97,0.11222948668471787,31549,,
97,0.10216045035909796,31599,,
97,0.1070986737274114,31649,,
97,,31653,0.12338185122016361,
97,,31653,,0.10920857199635185
98,0.10571136474193692,31699,,
98,0.11471766678165707,31749,,
98,0.12944323364210555,31799,,
98,0.10297892897869552,31849,,
98,0.11025356596764048,31899,,
98,0.10890546374568777,31949,,
98,,31976,0.12348716691953361,
98,,31976,,0.10905305024683416
99,0.10177860682094665,31999,,
99,0.10318265602684396,32049,,
99,0.10179415991362688,32099,,
99,0.10498614861720038,32149,,
99,0.11145568150382229,32199,,
99,0.10273009921013121,32249,,
99,0.10821957103013786,32299,,
99,,32299,0.124142498655749,
99,,32299,,0.10909210307352196
100,0.10636520467463326,32349,,
100,0.09806328703714796,32399,,
100,0.10548752747216784,32449,,
100,0.10795629365798137,32499,,
100,0.11654082703377686,32549,,
100,0.09862586000523321,32599,,
100,,32622,0.12372691226853436,
100,,32622,,0.10865895065580505
101,0.11082663951760562,32649,,
101,0.1130387207392556,32699,,
101,0.11133651702737635,32749,,
101,0.10252088262877167,32799,,
101,0.10478725596676412,32849,,
101,0.10059597558653295,32899,,
101,,32945,0.12350384322726907,
101,,32945,,0.10842113081867605
102,0.11358936669753178,32949,,
102,0.11214651968626052,32999,,
102,0.10596859535088149,33049,,
102,0.10602982859430504,33099,,
102,0.11297075871862808,33149,,
102,0.10796393187290088,33199,,
102,0.11942252923288721,33249,,
102,,33268,0.12371820584877381,
102,,33268,,0.10836374251720733
103,0.0995129446330344,33299,,
103,0.1066117852789747,33349,,
103,0.1027245115348936,33399,,
