step,loss_step,epoch,val_loss,loss_epoch
18733,,57,,0.11457181702212048
18749,0.1138878554429071,58,,
18799,0.11419626012523558,58,,
18849,0.11458863308168649,58,,
18899,0.1233278430181116,58,,
18949,0.11979904532425657,58,,
18999,0.1056295340676758,58,,
19049,0.11626077701718762,58,,
19056,,58,0.12609011170129364,
19056,,58,,0.1142725089513085
19099,0.11455737299457246,59,,
19149,0.1173355480206526,59,,
19199,0.11586891718157154,59,,
19249,0.10331564764328738,59,,
19299,0.11866656424123324,59,,
19349,0.11101331962966178,59,,
19379,,59,0.12563773787808838,
19379,,59,,0.11413667353806313
19399,0.10449055776484655,60,,
19449,0.11272890983542072,60,,
19499,0.11485176358894437,60,,
19549,0.10545417383535369,60,,
19599,0.12196983428595692,60,,
19649,0.10838129838354306,60,,
19699,0.12412272266867462,60,,
19702,,60,0.1260157097520637,
19702,,60,,0.11383890844773976
19749,0.109037719959706,61,,
19799,0.11243919286104612,61,,
19849,0.11214061034068631,61,,
19899,0.1208091767957932,61,,
19949,0.11100326090334196,61,,
19999,0.10722190660303417,61,,
20025,,61,0.12669790913328155,
20025,,61,,0.11358761959669902
20049,0.1119504806008605,62,,
20099,0.10298874484896609,62,,
20149,0.11399275000751366,62,,
20199,0.11436337708474105,62,,
20249,0.12221032433617754,62,,
20299,0.12226159117169663,62,,
20348,,62,0.1249346201474719,
20348,,62,,0.11343358200658343
20349,0.11088117747180054,63,,
20399,0.11098992417870664,63,,
20449,0.12219057379662139,63,,
20499,0.11314561880473828,63,,
20549,0.11747848022751468,63,,
20599,0.11382164956588145,63,,
20649,0.12821763144945214,63,,
20671,,63,0.12499337646060892,
20671,,63,,0.11321279353458061
20699,0.10616973156029033,64,,
20749,0.12522858022193953,64,,
20799,0.10106601585097108,64,,
20849,0.12247760371792044,64,,
20899,0.10560958540401391,64,,
20949,0.10373646081775713,64,,
20994,,64,0.12642446199791657,
20994,,64,,0.11291721631424707
20999,0.116967762790882,65,,
21049,0.1211278145644352,65,,
21099,0.1178972587186673,65,,
21149,0.12279714129105576,65,,
21199,0.09870393166122748,65,,
21249,0.10534817370232837,65,,
21299,0.1114606022502404,65,,
21317,,65,0.12585444032318457,
21317,,65,,0.1127683107214352
21349,0.10773380004472713,66,,
21399,0.11802668181285478,66,,
21449,0.11587749066476746,66,,
21499,0.12102814350163917,66,,
21549,0.10730525450732055,66,,
21599,0.10236464336925692,66,,
21640,,66,0.12595209138838354,
21640,,66,,0.1125491541530871
21649,0.10953195071526588,67,,
21699,0.11576324472441893,67,,
21749,0.1116761584844357,67,,
21799,0.10239789241837663,67,,
21849,0.10412529042805478,67,,
21899,0.11792977411595348,67,,
21949,0.12125651145852427,67,,
21963,,67,0.1254081002871942,
21963,,67,,0.11231527470369898
21999,0.12186844897279314,68,,
22049,0.1129529513340566,68,,
22099,0.10676644152822413,68,,
22149,0.11225169025573913,68,,
22199,0.1082161959764001,68,,
22249,0.11398823157448884,68,,
22286,,68,0.12478667676711064,
22286,,68,,0.11204591560909168
22299,0.11395554541263402,69,,
22349,0.11844272421367119,69,,
22399,0.11304303190339109,69,,
22449,0.1149678486181506,69,,
22499,0.10095993165474532,69,,
22549,0.11410431319381871,69,,
22599,0.11515543725535307,69,,
22609,,69,0.1252912362036297,
22609,,69,,0.11177972899688284
22649,0.11519962916927702,70,,
22699,0.112528387646693,70,,
22749,0.11265001849371252,70,,
22799,0.103834623433437,70,,
22849,0.10489022432467562,70,,
22899,0.1166861699887465,70,,
22932,,70,0.12530147775843004,
22932,,70,,0.11180354761180072
22949,0.11883958042921931,71,,
22999,0.11407707802668539,71,,
23049,0.11866368549433767,71,,
23099,0.12626313135428507,71,,
23149,0.11925103870562791,71,,
23199,0.11711964167933213,71,,
23249,0.10785532126772285,71,,
23255,,71,0.12493642743342498,
23255,,71,,0.11160369983838864
23299,0.1000482850305035,72,,
23349,0.1071119797676268,72,,
23399,0.11771680188199418,72,,
23449,0.11634832156542273,72,,
23499,0.10560394988731933,72,,
23549,0.1020408484163738,72,,
23578,,72,0.12567661715331283,
23578,,72,,0.11172378345546363
23599,0.10889791655611877,73,,
23649,0.12193890157032077,73,,
23699,0.11074942862010007,73,,
23749,0.11250351110319358,73,,
23799,0.09913102787227471,73,,
23849,0.11650136362817218,73,,
23899,0.11937647305622749,73,,
23901,,73,0.12495523131516752,
23901,,73,,0.11097821725643732
23949,0.1046353422329294,74,,
23999,0.1056785772410382,74,,
24049,0.09388970042817822,74,,
24099,0.10746245532129338,74,,
24149,0.11574431610903947,74,,
24199,0.1135828419830045,74,,
24224,,74,0.12756039675482284,
24224,,74,,0.11095315692894708
24249,0.10746328791252699,75,,
24299,0.10485897167017949,75,,
24349,0.11366454693893344,75,,
24399,0.11076499133208388,75,,
24449,0.10773165545295028,75,,
24499,0.1154725439636494,75,,
24547,,75,0.124729484472654,
24547,,75,,0.11067205685639941
24549,0.11193320303602904,76,,
24599,0.11442648062541774,76,,
24649,0.10790053615152177,76,,
24699,0.11200249471089445,76,,
24749,0.11659313810683287,76,,
24799,0.12552880659358295,76,,
24849,0.1074690579728169,76,,
24870,,76,0.1259646692011897,
24870,,76,,0.11039497958784891
24899,0.11121072986968938,77,,
24949,0.11876052677870902,77,,
24999,0.11137930891192825,77,,
25049,0.10484137342271238,77,,
25099,0.11029394233434467,77,,
25149,0.11134918797956657,77,,
25193,,77,0.12494149614755087,
25193,,77,,0.11042272637498245
25199,0.10467985763953427,78,,
25249,0.11678125232467217,78,,
25299,0.1133548846637985,78,,
25349,0.10596983205450787,78,,
25399,0.10849234614540226,78,,
25449,0.10452598467067492,78,,
25499,0.1092695234960256,78,,
25516,,78,0.12468759048829944,
25516,,78,,0.11027249319371622
25549,0.10899390866650062,79,,
25599,0.1099543971175407,79,,
25649,0.11288944060462845,79,,
25699,0.12109933331299239,79,,
25749,0.11315609329112665,79,,
25799,0.11119730336828734,79,,
25839,,79,0.12639567010964894,
25839,,79,,0.1099042819412865
25849,0.0958045888395068,80,,
25899,0.10999365033941864,80,,
25949,0.10595545126830859,80,,
25999,0.1107977795837345,80,,
26049,0.11134552450872887,80,,
26099,0.11453767744648849,80,,
26149,0.11001843654592369,80,,
26162,,80,0.1254378560127166,
26162,,80,,0.10984717897790602
26199,0.11121571908975857,81,,
26249,0.0987022503993541,81,,
26299,0.10812880145580057,81,,
26349,0.11181287267384477,81,,
26399,0.11128366274638203,81,,
26449,0.11685462549286245,81,,
26485,,81,0.12529354367754403,
26485,,81,,0.1099452373674039
26499,0.10398280033072509,82,,
26549,0.10870642358574617,82,,
26599,0.10979378169347627,82,,
26649,0.10223527850269946,82,,
26699,0.10769428678708605,82,,
26749,0.09357112679415913,82,,
26799,0.10032464116728594,82,,
26808,,82,0.12454115143116559,
26808,,82,,0.10932538607372408
26849,0.09868810161090426,83,,
26899,0.10712858838613278,83,,
26949,0.1143050642865978,83,,
26999,0.10908019585318879,83,,
27049,0.1104226108970311,83,,
27099,0.11540181233058353,83,,
27131,,83,0.12503733333721936,
27131,,83,,0.10920493115838247
27149,0.10854454961448694,84,,
27199,0.1160224069049158,84,,
27249,0.12888396835734964,84,,
27299,0.12577335592781447,84,,
27349,0.1131943315112049,84,,
27399,0.1048492421400262,84,,
27449,0.11202417596158125,84,,
27454,,84,0.12581515767454593,
27454,,84,,0.10926193375811055
27499,0.1086813246202153,85,,
27549,0.1058361906158718,85,,
27599,0.1047966094854611,85,,
27649,0.11173151635057256,85,,
27699,0.10199407797197331,85,,
27749,0.11304938242254116,85,,
27777,,85,0.12491308425417821,
27777,,85,,0.10881343693045459
27799,0.11043598614303658,86,,
27849,0.10923312005438313,86,,
27899,0.10005262152727165,86,,
27949,0.10637448946378016,86,,
27999,0.10420772529305736,86,,
28049,0.11076256941009865,86,,
28099,0.10797472408736043,86,,
28100,,86,0.12520390563762834,
28100,,86,,0.10878346827675243
28149,0.10147651208283381,87,,
28199,0.11974543232694669,87,,
28249,0.11266567589494159,87,,
28299,0.11394931068175529,87,,
28349,0.1123699277605853,87,,
28399,0.11179025250017746,87,,
28423,,87,0.12476165599617745,
28423,,87,,0.10862296015954519
28449,0.11298413204157176,88,,
28499,0.11757843567479348,88,,
28549,0.10737768643422874,88,,
28599,0.10846772041398095,88,,
28649,0.1104894688577759,88,,
28699,0.11504518772961034,88,,
28746,,88,0.12499399630563277,
28746,,88,,0.10861073923914076
28749,0.10154442126036829,89,,
28799,0.11447853276479329,89,,
28849,0.10510437321002149,89,,
28899,0.10027720865832968,89,,
28949,0.10845319543297809,89,,
28999,0.09788178201882113,89,,
29049,0.10839825555260563,89,,
29069,,89,0.12519515008089593,
29069,,89,,0.10812107763676156
29099,0.10946799668727937,90,,
29149,0.10954136402248998,90,,
29199,0.09060556668256999,90,,
29249,0.10919378342389809,90,,
29299,0.11403869013853771,90,,
29349,0.10575222829172409,90,,
29392,,90,0.1262231944397951,
29392,,90,,0.10807860772257644
29399,0.10341250543553528,91,,
29449,0.12563458046700218,91,,
29499,0.10246058983160643,91,,
29549,0.10992683079557522,91,,
29599,0.10098852887310522,91,,
29649,0.10806163124032064,91,,
29699,0.10667190281491613,91,,
29715,,91,0.1255048926210434,
29715,,91,,0.1079376353134715
29749,0.10338859866882143,92,,
29799,0.1103844955344997,92,,
29849,0.11496098937924307,92,,
29899,0.1058561126100041,92,,
29949,0.10636556139540235,92,,
29999,0.10478845815089809,92,,
30038,,92,0.12545739081704685,
30038,,92,,0.1079570701077992
30049,0.12404371375591901,93,,
30099,0.10876285702751258,93,,
30149,0.11474131948721167,93,,
30199,0.10492695204374569,93,,
30249,0.11208763102012693,93,,
30299,0.10849956281968004,93,,
30349,0.10261750495834532,93,,
30361,,93,0.12523024085451773,
30361,,93,,0.10782328736999736
30399,0.10027368154013411,94,,
30449,0.11667828741253494,94,,
30499,0.10632614823037036,94,,
30549,0.12234599709067706,94,,
30599,0.09364408833122506,94,,
30649,0.09421898415862308,94,,
30684,,94,0.12418150480143647,
30684,,94,,0.10569944297008142
30699,0.11879768409871268,95,,
30749,0.10153734037060053,95,,
30799,0.11734339231558988,95,,
30849,0.10241859688580801,95,,
30899,0.10815807343558767,95,,
30949,0.09922702420864339,95,,
30999,0.11374993502337213,95,,
31007,,95,0.12408711341034671,
31007,,95,,0.10578623886222441
31049,0.11594264867853596,96,,
31099,0.10389602317999999,96,,
31149,0.09732233458179307,96,,
31199,0.10195526807693607,96,,
31249,0.11319307219839146,96,,
31299,0.10524780801251633,96,,
31330,,96,0.12424702547475837,
31330,,96,,0.1056131133670678
31349,0.10392353503196308,97,,
31399,0.11288017079528388,97,,
31449,0.1086848146178528,97,,
31499,0.10812786137445217,97,,
31549,0.10646711705903152,97,,
31599,0.09771383251316512,97,,
31649,0.0998219117308076,97,,
31653,,97,0.12412499426329789,
31653,,97,,0.10552677910550178
31699,0.09973604057316936,98,,
31749,0.10814050879841769,98,,
31799,0.12140329349758334,98,,
31849,0.10289455962483941,98,,
31899,0.1062722634315238,98,,
31949,0.0994660274613331,98,,
31976,,98,0.12432094856395662,
31976,,98,,0.10536089379555183
31999,0.0984570132767215,99,,
32049,0.09998579629340854,99,,
32099,0.09846913986419625,99,,
32149,0.10393748379134599,99,,
32199,0.10565845823423439,99,,
32249,0.09910816793546634,99,,
32299,0.10449585213450223,99,,
32299,,99,0.1241028660506375,
32299,,99,,0.10536463680077016
32349,0.09720907168187752,100,,
32399,0.09544874135438483,100,,
32449,0.10373530996726206,100,,
32499,0.10604856580677358,100,,
32549,0.1102331525394165,100,,
32599,0.09321134138134975,100,,
32622,,100,0.12427756539330302,
32622,,100,,0.1054243415719046
32649,0.10929393971361763,101,,
32699,0.10816784329422535,101,,
32749,0.10840496129866646,101,,
32799,0.10043837441383754,101,,
32849,0.09963748344072744,101,,
32899,0.0941463149167093,101,,
32945,,101,0.1242595067205698,
32945,,101,,0.10519914820314993
32949,0.10836427230897497,102,,
32999,0.10247360397263931,102,,
33049,0.1007640335899798,102,,
33099,0.10492880932585812,102,,
33149,0.10784728030549107,102,,
33199,0.10626938869972946,102,,
33249,0.10934026355771147,102,,
33268,,102,0.12436400091917638,
33268,,102,,0.10531726966876284
33299,0.09925186412159728,103,,
33349,0.10714630370958986,103,,
33399,0.09533755550504389,103,,
